lr,epoch,batch_size,run,ll_ontram_train,ll_ontram_valid,ll_ontram_test,ll_ontram_train_retrained,ll_ontram_valid_retrained,ll_ontram_test_retrained,ll_polr_train,ll_polr_valid,ll_polr_test,ll_ontram_train_init,ll_ontram_valid_init,ll_ontram_test_init,ll_ontram_train_warmstart,ll_ontram_valid_warmstart,ll_ontram_test_warmstart,acc_ontram_train,acc_ontram_valid,acc_ontram_test,acc_ontram_train_retrained,acc_ontram_valid_retrained,acc_ontram_test_retrained,acc_polr_train,acc_polr_valid,acc_polr_test,qwk_ontram_train,qwk_ontram_valid,qwk_ontram_test,qwk_ontram_train_retrained,qwk_ontram_valid_retrained,qwk_ontram_test_retrained,qwk_polr_train,qwk_polr_valid,qwk_polr_test
1e-04,100,8,1,1.36794439895084,1.28776278795438,1.52707964485531,0,0,0,1.34408789369188,1.32799977516614,1.49280880947694,1.90680658817291,1.68055498600006,1.96542060375214,1.38105368614197,1.3334938287735,1.64451920986176,0.45398773006135,0.525,0.463414634146341,0,0,0,0.457055214723926,0.5,0.414634146341463,0.475432174826949,0.568186825291915,0.171908143502721,0,0,0,0.42412281519894,0.509372830363342,0.236424230543031
