lr,epoch,batch_size,run,ll_ontram_train,ll_ontram_valid,ll_ontram_test,ll_ontram_train_retrained,ll_ontram_valid_retrained,ll_ontram_test_retrained,ll_polr_train,ll_polr_valid,ll_polr_test,ll_ontram_train_init,ll_ontram_valid_init,ll_ontram_test_init,ll_ontram_train_warmstart,ll_ontram_valid_warmstart,ll_ontram_test_warmstart,acc_ontram_train,acc_ontram_valid,acc_ontram_test,acc_ontram_train_retrained,acc_ontram_valid_retrained,acc_ontram_test_retrained,acc_polr_train,acc_polr_valid,acc_polr_test,qwk_ontram_train,qwk_ontram_valid,qwk_ontram_test,qwk_ontram_train_retrained,qwk_ontram_valid_retrained,qwk_ontram_test_retrained,qwk_polr_train,qwk_polr_valid,qwk_polr_test
1e-04,100,8,1,1.32705799250329,1.52778041517045,1.27451267678631,0,0,0,1.34172450784248,1.544992908167,1.27318409873351,1.82328474521637,2.17730450630188,1.39445459842682,1.3955260515213,1.67371344566345,1.24854981899261,0.469325153374233,0.4,0.48780487804878,0,0,0,0.466257668711656,0.35,0.48780487804878,0.505469806846975,0.616581600896303,0.13386320853378,0,0,0,0.438251071353651,0.445190156599553,0.138655462184874
