lr,epoch,batch_size,run,ll_ontram_train,ll_ontram_valid,ll_ontram_test,ll_ontram_train_retrained,ll_ontram_valid_retrained,ll_ontram_test_retrained,ll_polr_train,ll_polr_valid,ll_polr_test,ll_ontram_train_init,ll_ontram_valid_init,ll_ontram_test_init,ll_ontram_train_warmstart,ll_ontram_valid_warmstart,ll_ontram_test_warmstart,acc_ontram_train,acc_ontram_valid,acc_ontram_test,acc_ontram_train_retrained,acc_ontram_valid_retrained,acc_ontram_test_retrained,acc_polr_train,acc_polr_valid,acc_polr_test,qwk_ontram_train,qwk_ontram_valid,qwk_ontram_test,qwk_ontram_train_retrained,qwk_ontram_valid_retrained,qwk_ontram_test_retrained,qwk_polr_train,qwk_polr_valid,qwk_polr_test
1e-04,100,8,1,1.29341233090534,1.4757348986561,1.89345547080535,0,0,0,1.30280836406544,1.49768167984123,1.88421141181543,1.76754200458527,1.55639731884003,1.86708664894104,1.35593366622925,1.62863922119141,1.97783184051514,0.460122699386503,0.578947368421053,0.285714285714286,0,0,0,0.47239263803681,0.473684210526316,0.333333333333333,0.558945763319978,0.0699300699300699,-0.0798980025499363,0,0,0,0.551578544737694,0.0493662441627752,-0.120786516853932
