"metric","lwr","med","upr","mod","method"
"brier",0.100111361280476,0.124968947750297,0.152059158454548,"sics","trafo"
"eacc",0.126016260162602,0.170731707317073,0.219512195121951,"sics","trafo"
"eauc",0.173187861904967,0.240468976806738,0.309724376390309,"sics","trafo"
"nll",0.340988579229474,0.404270458028232,0.472521211395264,"sics","trafo"
"dbrier",-0.00638231703310973,0.0184752694367112,0.045565480140962,"sics","trafo"
"deacc",-0.0243902439024389,0.0203252032520326,0.0691056910569107,"sics","trafo"
"deauc",0.0251959662157033,0.0924770811174739,0.161732480701045,"sics","trafo"
"dnll",-0.00718985172093992,0.056092027077818,0.12434278044485,"sics","trafo"
