"loss","Type","epoch"
1.53906202316284,"Train",1
1.51616656780243,"Train",2
1.50763702392578,"Train",3
1.50069153308868,"Train",4
1.51340651512146,"Train",5
1.50476551055908,"Train",6
1.50148463249207,"Train",7
1.50640952587128,"Train",8
1.51088559627533,"Train",9
1.49587559700012,"Train",10
1.50654077529907,"Train",11
1.49386894702911,"Train",12
1.49416160583496,"Train",13
1.50492382049561,"Train",14
1.49520826339722,"Train",15
1.50143373012543,"Train",16
1.49421119689941,"Train",17
1.50493431091309,"Train",18
1.49369072914124,"Train",19
1.49123573303223,"Train",20
1.48633646965027,"Train",21
1.49897217750549,"Train",22
1.49006569385529,"Train",23
1.48877537250519,"Train",24
1.4925035238266,"Train",25
1.49881517887115,"Train",26
1.49728143215179,"Train",27
1.49793124198914,"Train",28
1.4992812871933,"Train",29
1.4916056394577,"Train",30
1.4943596124649,"Train",31
1.50290536880493,"Train",32
1.49374318122864,"Train",33
1.48447668552399,"Train",34
1.49872863292694,"Train",35
1.48163080215454,"Train",36
1.48037421703339,"Train",37
1.50066602230072,"Train",38
1.48100996017456,"Train",39
1.48933088779449,"Train",40
1.48243451118469,"Train",41
1.48506689071655,"Train",42
1.48518896102905,"Train",43
1.48534333705902,"Train",44
1.47830247879028,"Train",45
1.4958199262619,"Train",46
1.47809433937073,"Train",47
1.48818147182465,"Train",48
1.46935129165649,"Train",49
1.48296773433685,"Train",50
1.46729207038879,"Train",51
1.48586797714233,"Train",52
1.46645700931549,"Train",53
1.46814453601837,"Train",54
1.46443903446198,"Train",55
1.4782429933548,"Train",56
1.4775755405426,"Train",57
1.47205138206482,"Train",58
1.47351229190826,"Train",59
1.47276294231415,"Train",60
1.46211242675781,"Train",61
1.48770487308502,"Train",62
1.47134518623352,"Train",63
1.46573650836945,"Train",64
1.45942461490631,"Train",65
1.46339094638824,"Train",66
1.4553861618042,"Train",67
1.44665098190308,"Train",68
1.4648460149765,"Train",69
1.44466650485992,"Train",70
1.45556879043579,"Train",71
1.44933187961578,"Train",72
1.43260443210602,"Train",73
1.4423166513443,"Train",74
