"metric","ens","val","spl"
"acc",1,0.902439024390244,1
"acc",2,0.853658536585366,1
"acc",3,0.853658536585366,1
"acc",4,0.902439024390244,1
"acc",5,0.75609756097561,1
"binacc",1,0.902439024390244,1
"binacc",2,0.853658536585366,1
"binacc",3,0.853658536585366,1
"binacc",4,0.902439024390244,1
"binacc",5,0.75609756097561,1
"eacc",1,0.0975609756097561,1
"eacc",2,0.146341463414634,1
"eacc",3,0.146341463414634,1
"eacc",4,0.0975609756097561,1
"eacc",5,0.24390243902439,1
"ebinacc",1,0.0975609756097561,1
"ebinacc",2,0.146341463414634,1
"ebinacc",3,0.146341463414634,1
"ebinacc",4,0.0975609756097561,1
"ebinacc",5,0.24390243902439,1
"nll",1,0.347108266392947,1
"nll",2,0.376984063103025,1
"nll",3,0.414366310798825,1
"nll",4,0.256690377174841,1
"nll",5,0.458159268289975,1
"binnll",1,0.347108266392947,1
"binnll",2,0.376984063103025,1
"binnll",3,0.414366310798825,1
"binnll",4,0.256690377174841,1
"binnll",5,0.458159268289975,1
"rps",1,0.100237472704018,1
"rps",2,0.10893719148643,1
"rps",3,0.115894579222248,1
"rps",4,0.0826698100807007,1
"rps",5,0.131225151982614,1
"cint",1,0.141923197024514,1
"cint",2,-0.69869493804055,1
"cint",3,-0.353134077946147,1
"cint",4,0.16695944495128,1
"cint",5,-0.649553657199544,1
"cslope",1,0.336501755426658,1
"cslope",2,0.312152182998673,1
"cslope",3,0.21769512095815,1
"cslope",4,1.05966902157602,1
"cslope",5,0.17410328077617,1
"brier",1,0.100237472704018,1
"brier",2,0.10893719148643,1
"brier",3,0.115894579222248,1
"brier",4,0.0826698100807007,1
"brier",5,0.131225151982614,1
"auc",1,0.662162162162162,1
"auc",2,0.682432432432432,1
"auc",3,0.628378378378378,1
"auc",4,0.864864864864865,1
"auc",5,0.587837837837838,1
"eauc",1,0.337837837837838,1
"eauc",2,0.317567567567568,1
"eauc",3,0.371621621621622,1
"eauc",4,0.135135135135135,1
"eauc",5,0.412162162162162,1
"qwk",1,0,1
"qwk",2,0.320441988950276,1
"qwk",3,0.168918918918919,1
"qwk",4,0,1
"qwk",5,-0.132596685082873,1
"eqwk",1,1,1
"eqwk",2,0.679558011049724,1
"eqwk",3,0.831081081081081,1
"eqwk",4,1,1
"eqwk",5,1.13259668508287,1
"acc",1,0.878048780487805,2
"acc",2,0.878048780487805,2
"acc",3,0.878048780487805,2
"acc",4,0.853658536585366,2
"acc",5,0.878048780487805,2
"binacc",1,0.878048780487805,2
"binacc",2,0.878048780487805,2
"binacc",3,0.878048780487805,2
"binacc",4,0.853658536585366,2
"binacc",5,0.878048780487805,2
"eacc",1,0.121951219512195,2
"eacc",2,0.121951219512195,2
"eacc",3,0.121951219512195,2
"eacc",4,0.146341463414634,2
"eacc",5,0.121951219512195,2
"ebinacc",1,0.121951219512195,2
"ebinacc",2,0.121951219512195,2
"ebinacc",3,0.121951219512195,2
"ebinacc",4,0.146341463414634,2
"ebinacc",5,0.121951219512195,2
"nll",1,0.306615020956981,2
"nll",2,0.302412717286362,2
"nll",3,0.336060243037423,2
"nll",4,0.327888824648972,2
"nll",5,0.338167158637427,2
"binnll",1,0.306615020956981,2
"binnll",2,0.302412717286362,2
"binnll",3,0.336060243037423,2
"binnll",4,0.327888824648972,2
"binnll",5,0.338167158637427,2
"rps",1,0.0938804884766639,2
"rps",2,0.0918022086806564,2
"rps",3,0.100176598872909,2
"rps",4,0.10674845468942,2
"rps",5,0.0982671663266675,2
"cint",1,-0.71547003179077,2
"cint",2,-0.527747570748272,2
"cint",3,-0.542329376265185,2
"cint",4,-0.72077036052998,2
"cint",5,-0.5049987556531,2
"cslope",1,1.45526525971419,2
"cslope",2,1.51088223113182,2
"cslope",3,1.96702429578272,2
"cslope",4,0.908854781555887,2
"cslope",5,3.56353686364329,2
"brier",1,0.0938804884766639,2
"brier",2,0.0918022086806564,2
"brier",3,0.100176598872909,2
"brier",4,0.10674845468942,2
"brier",5,0.0982671663266675,2
"auc",1,0.866666666666667,2
"auc",2,0.855555555555556,2
"auc",3,0.788888888888889,2
"auc",4,0.811111111111111,2
"auc",5,0.822222222222222,2
"eauc",1,0.133333333333333,2
"eauc",2,0.144444444444444,2
"eauc",3,0.211111111111111,2
"eauc",4,0.188888888888889,2
"eauc",5,0.177777777777778,2
"qwk",1,0.376899696048632,2
"qwk",2,0.232209737827715,2
"qwk",3,0,2
"qwk",4,0.174496644295302,2
"qwk",5,0,2
"eqwk",1,0.623100303951368,2
"eqwk",2,0.767790262172285,2
"eqwk",3,1,2
"eqwk",4,0.825503355704698,2
"eqwk",5,1,2
"acc",1,0.829268292682927,3
"acc",2,0.75609756097561,3
"acc",3,0.804878048780488,3
"acc",4,0.829268292682927,3
"acc",5,0.780487804878049,3
"binacc",1,0.829268292682927,3
