"loss","Type","epoch"
1.38559055328369,"Train",1
1.37815535068512,"Train",2
1.37760090827942,"Train",3
1.37952435016632,"Train",4
1.37792086601257,"Train",5
1.3789427280426,"Train",6
1.37776076793671,"Train",7
1.37766468524933,"Train",8
1.37725281715393,"Train",9
1.37856411933899,"Train",10
1.37780225276947,"Train",11
1.376873254776,"Train",12
1.37812960147858,"Train",13
1.37698876857758,"Train",14
1.37792372703552,"Train",15
1.37765741348267,"Train",16
1.37772297859192,"Train",17
1.37652516365051,"Train",18
1.37643587589264,"Train",19
1.37609302997589,"Train",20
1.37610411643982,"Train",21
1.3770614862442,"Train",22
1.37751376628876,"Train",23
1.37677550315857,"Train",24
1.37921214103699,"Train",25
1.37663698196411,"Train",26
1.37609779834747,"Train",27
1.37750697135925,"Train",28
1.37451767921448,"Train",29
1.37724041938782,"Train",30
1.37893402576447,"Train",31
1.37580251693726,"Train",32
1.37444710731506,"Train",33
1.37578475475311,"Train",34
1.37531447410583,"Train",35
1.37803876399994,"Train",36
1.3741682767868,"Train",37
1.37827050685883,"Train",38
1.37907683849335,"Train",39
1.37770736217499,"Train",40
1.3769690990448,"Train",41
1.37565207481384,"Train",42
1.37439250946045,"Train",43
1.37677466869354,"Train",44
1.37498736381531,"Train",45
1.37441670894623,"Train",46
1.37156903743744,"Train",47
1.37336897850037,"Train",48
1.37307631969452,"Train",49
1.370929479599,"Train",50
1.37288582324982,"Train",51
1.37613332271576,"Train",52
1.37263536453247,"Train",53
1.37177991867065,"Train",54
1.36909747123718,"Train",55
1.36545038223267,"Train",56
1.36802291870117,"Train",57
1.37211000919342,"Train",58
1.36424124240875,"Train",59
1.37537336349487,"Train",60
1.36503887176514,"Train",61
1.36023366451263,"Train",62
1.36622393131256,"Train",63
1.3634614944458,"Train",64
1.3587361574173,"Train",65
1.36298024654388,"Train",66
1.36342966556549,"Train",67
1.34506893157959,"Train",68
1.36043047904968,"Train",69
1.34722018241882,"Train",70
1.34149515628815,"Train",71
1.35930597782135,"Train",72
1.34941446781158,"Train",73
1.3370623588562,"Train",74
1.34401822090149,"Train",75
1.34071803092957,"Train",76
1.35464406013489,"Train",77
1.3387975692749,"Train",78
1.34319686889648,"Train",79
1.32567977905273,"Train",80
1.32068419456482,"Train",81
1.32457160949707,"Train",82
1.32336521148682,"Train",83
1.32558739185333,"Train",84
1.33561825752258,"Train",85
1.32167768478394,"Train",86
1.3231053352356,"Train",87
1.31948924064636,"Train",88
1.31257116794586,"Train",89
1.31178951263428,"Train",90
1.30865502357483,"Train",91
1.3141256570816,"Train",92
1.3027685880661,"Train",93
1.30000412464142,"Train",94
1.31050789356232,"Train",95
1.29838490486145,"Train",96
1.28971123695374,"Train",97
1.30321669578552,"Train",98
1.2990003824234,"Train",99
1.3019323348999,"Train",100
1.29189074039459,"Train",101
1.29005873203278,"Train",102
1.27349781990051,"Train",103
1.28848075866699,"Train",104
1.28130829334259,"Train",105
1.28543293476105,"Train",106
1.28729236125946,"Train",107
1.26335620880127,"Train",108
1.27741253376007,"Train",109
1.27452266216278,"Train",110
1.24609959125519,"Train",111
1.26009559631348,"Train",112
1.25469791889191,"Train",113
1.24054360389709,"Train",114
1.24522840976715,"Train",115
1.26036202907562,"Train",116
1.25435090065002,"Train",117
1.24117314815521,"Train",118
1.20624911785126,"Train",119
1.23132455348969,"Train",120
1.2147251367569,"Train",121
1.23412179946899,"Train",122
1.22722327709198,"Train",123
1.20185947418213,"Train",124
1.22641563415527,"Train",125
1.23583292961121,"Train",126
1.18772256374359,"Train",127
1.20229291915894,"Train",128
1.17380571365356,"Train",129
1.18835341930389,"Train",130
1.19571876525879,"Train",131
1.20190393924713,"Train",132
1.17220079898834,"Train",133
1.20186746120453,"Train",134
1.17532300949097,"Train",135
1.18497812747955,"Train",136
1.15668547153473,"Train",137
1.17479360103607,"Train",138
1.18614077568054,"Train",139
1.15101182460785,"Train",140
1.15795505046844,"Train",141
1.12457191944122,"Train",142
1.14369082450867,"Train",143
1.12977111339569,"Train",144
1.11058378219604,"Train",145
1.12380278110504,"Train",146
1.12732529640198,"Train",147
1.11458206176758,"Train",148
1.09237122535706,"Train",149
1.14083349704742,"Train",150
1.11055850982666,"Train",151
1.10489368438721,"Train",152
1.09595572948456,"Train",153
1.06618738174438,"Train",154
1.10339891910553,"Train",155
1.07694756984711,"Train",156
1.08333075046539,"Train",157
1.06845200061798,"Train",158
1.05086731910706,"Train",159
1.04998707771301,"Train",160
1.24657046794891,"Val",1
1.23554456233978,"Val",2
1.23108279705048,"Val",3
1.2335010766983,"Val",4
1.23418974876404,"Val",5
1.23463463783264,"Val",6
1.23369920253754,"Val",7
1.23295891284943,"Val",8
1.23288607597351,"Val",9
1.23399424552917,"Val",10
1.23461174964905,"Val",11
1.23461389541626,"Val",12
1.23454964160919,"Val",13
1.23478698730469,"Val",14
1.23494851589203,"Val",15
1.23401486873627,"Val",16
1.23386824131012,"Val",17
1.23301362991333,"Val",18
1.23395609855652,"Val",19
1.23174941539764,"Val",20
1.23298943042755,"Val",21
1.23408961296082,"Val",22
1.23372936248779,"Val",23
1.23386025428772,"Val",24
1.23169183731079,"Val",25
1.23310422897339,"Val",26
1.233802318573,"Val",27
1.23301732540131,"Val",28
1.23123455047607,"Val",29
1.2315092086792,"Val",30
1.23179709911346,"Val",31
1.23107647895813,"Val",32
1.22956097126007,"Val",33
1.23032438755035,"Val",34
1.22802376747131,"Val",35
1.231489777565,"Val",36
1.22937107086182,"Val",37
1.23058807849884,"Val",38
1.2309045791626,"Val",39
1.23091948032379,"Val",40
1.23199605941772,"Val",41
1.23236918449402,"Val",42
1.22959172725677,"Val",43
1.22659814357758,"Val",44
1.22977614402771,"Val",45
1.22905123233795,"Val",46
1.21766138076782,"Val",47
1.21995973587036,"Val",48
1.21984243392944,"Val",49
1.22663903236389,"Val",50
1.21743202209473,"Val",51
1.23268806934357,"Val",52
1.22914099693298,"Val",53
1.23451042175293,"Val",54
1.22296595573425,"Val",55
1.21400487422943,"Val",56
1.21688425540924,"Val",57
1.24359536170959,"Val",58
1.21686315536499,"Val",59
1.21726489067078,"Val",60
1.21948027610779,"Val",61
1.24238657951355,"Val",62
1.22887277603149,"Val",63
1.22862374782562,"Val",64
1.222980260849,"Val",65
1.21237742900848,"Val",66
1.2248957157135,"Val",67
1.21099388599396,"Val",68
1.22092378139496,"Val",69
1.21727311611176,"Val",70
1.22057628631592,"Val",71
1.21991622447968,"Val",72
1.22057700157166,"Val",73
1.22461438179016,"Val",74
1.21809160709381,"Val",75
1.21169304847717,"Val",76
1.21093308925629,"Val",77
1.21160554885864,"Val",78
1.21450257301331,"Val",79
1.21088814735413,"Val",80
1.21408021450043,"Val",81
1.21632146835327,"Val",82
1.22048592567444,"Val",83
1.22560620307922,"Val",84
1.21250593662262,"Val",85
1.21518278121948,"Val",86
1.21416211128235,"Val",87
1.20978653430939,"Val",88
1.22565042972565,"Val",89
1.22242558002472,"Val",90
1.20685303211212,"Val",91
1.21563160419464,"Val",92
1.19858229160309,"Val",93
1.21972358226776,"Val",94
1.22833120822906,"Val",95
1.2264312505722,"Val",96
1.21731078624725,"Val",97
1.20508432388306,"Val",98
1.20034456253052,"Val",99
1.215456366539,"Val",100
1.21812546253204,"Val",101
1.21057069301605,"Val",102
1.21423983573914,"Val",103
1.20680665969849,"Val",104
1.217848777771,"Val",105
1.2104697227478,"Val",106
1.23797988891602,"Val",107
1.20111811161041,"Val",108
1.2179833650589,"Val",109
1.20688772201538,"Val",110
1.22196197509766,"Val",111
1.23020219802856,"Val",112
1.23296332359314,"Val",113
1.2220641374588,"Val",114
1.20740783214569,"Val",115
1.19877660274506,"Val",116
1.22231018543243,"Val",117
1.19339394569397,"Val",118
1.22165715694427,"Val",119
1.20661962032318,"Val",120
1.20053505897522,"Val",121
1.21496307849884,"Val",122
1.20583236217499,"Val",123
1.22413659095764,"Val",124
1.20549964904785,"Val",125
1.21681618690491,"Val",126
1.21483063697815,"Val",127
1.23528611660004,"Val",128
1.24908006191254,"Val",129
1.22614789009094,"Val",130
1.20895314216614,"Val",131
1.20767867565155,"Val",132
1.23813545703888,"Val",133
1.19600999355316,"Val",134
1.22264909744263,"Val",135
1.21722805500031,"Val",136
1.23624217510223,"Val",137
1.25271236896515,"Val",138
1.26219928264618,"Val",139
1.23830652236938,"Val",140
1.2504073381424,"Val",141
1.24312794208527,"Val",142
1.20932173728943,"Val",143
1.23524582386017,"Val",144
1.24869823455811,"Val",145
1.24461984634399,"Val",146
1.24925673007965,"Val",147
1.23453843593597,"Val",148
1.35375237464905,"Val",149
1.23762333393097,"Val",150
1.22675514221191,"Val",151
1.21326553821564,"Val",152
1.20711922645569,"Val",153
1.26991128921509,"Val",154
1.23969173431396,"Val",155
1.23665475845337,"Val",156
1.27387094497681,"Val",157
1.23916101455688,"Val",158
1.22877967357635,"Val",159
1.23770332336426,"Val",160
