lr,epoch,batch_size,run,ll_ontram_train,ll_ontram_valid,ll_ontram_test,ll_ontram_train_retrained,ll_ontram_valid_retrained,ll_ontram_test_retrained,ll_polr_train,ll_polr_valid,ll_polr_test,ll_ontram_train_init,ll_ontram_valid_init,ll_ontram_test_init,ll_ontram_train_warmstart,ll_ontram_valid_warmstart,ll_ontram_test_warmstart,acc_ontram_train,acc_ontram_valid,acc_ontram_test,acc_ontram_train_retrained,acc_ontram_valid_retrained,acc_ontram_test_retrained,acc_polr_train,acc_polr_valid,acc_polr_test,qwk_ontram_train,qwk_ontram_valid,qwk_ontram_test,qwk_ontram_train_retrained,qwk_ontram_valid_retrained,qwk_ontram_test_retrained,qwk_polr_train,qwk_polr_valid,qwk_polr_test
1e-04,100,8,1,1.40961686175024,1.47177133294935,1.27611678292326,0,0,0,1.41279137169575,1.47458031181036,1.27478508035591,1.93368422985077,1.99250471591949,1.59753251075745,1.47363364696503,1.66587281227112,1.21181416511536,0.447004608294931,0.5,0.535714285714286,0,0,0,0.460829493087558,0.423076923076923,0.535714285714286,0.534973122765002,0.4375,0.645161290322581,0,0,0,0.5248055576531,0.305060584461867,0.6
