"metric","lwr","med","upr","mod","method"
"deacc",-0.0894308943089432,-0.0284552845528456,0.0325203252032519,"si",NA
"deqwk",0.409259705536058,0.409259705536058,0.409259705536058,"si",NA
"dnll",-0.00373962956427795,0.0922704914287224,0.19227137299241,"si",NA
"drps",0.00347949509073362,0.0186673729241649,0.0362304331589768,"si",NA
"eacc",0.455284552845528,0.516260162601626,0.577235772357724,"si",NA
"eqwk",1,1,1,"si",NA
"nll",1.39165882338502,1.48766894437802,1.58766982594171,"si",NA
"rps",0.122746340673092,0.137934218506523,0.155497278741335,"si",NA
