"metric","lwr","med","upr","mod","method"
"brier",0.0829999128200477,0.109922570441818,0.137068094667419,"silscs","trafo"
"eacc",0.113719512195122,0.154471544715447,0.195223577235772,"silscs","trafo"
"eauc",0.104221631925579,0.168507881007881,0.239238281822764,"silscs","trafo"
"nll",0.28143986784217,0.359919943255051,0.443308707985353,"silscs","trafo"
"dbrier",-0.0234937654935381,0.00342889212823191,0.0305744163538332,"silscs","trafo"
"deacc",-0.0366869918699186,0.00406504065040663,0.0448170731707318,"silscs","trafo"
"deauc",-0.0437702637636845,0.0205159853186172,0.0912463861335003,"silscs","trafo"
"dnll",-0.0667385631082438,0.0117415123046373,0.0951302770349396,"silscs","trafo"
