"","bin","prop","lwr","upr","cases","midpoint","method","mod","weights"
"1",NA,0.0303030303030303,0.00380519971665994,0.323721102825157,0.333333333333333,0.0371979859182332,"linear","ci","equal"
"2",NA,0.0833333333333333,0.00882500519968809,0.41378306084996,0.833333333333333,0.0914010333999919,"linear","ci","equal"
"3",NA,0.166666666666667,0.0239322227555527,0.514161694705463,1.66666666666667,0.14534915784277,"linear","ci","equal"
"4",NA,0.35,0.102147546474338,0.688015606862256,3.5,0.591146110361012,"linear","ci","equal"
"5",NA,0.0303030303030303,0.000766324071271423,0.327536074274897,0.333333333333333,0.0139605860963812,"linear","cils","equal"
"6",NA,0.05,0.00462321747854919,0.372516668435147,0.5,0.0449552661471917,"linear","cils","equal"
"7",NA,0.133333333333333,0.0253033569225974,0.466790639232435,1.33333333333333,0.11071388464863,"linear","cils","equal"
"8",NA,0.416666666666667,0.136048227636249,0.746878256361809,4.16666666666667,0.57971920459782,"linear","cils","equal"
"9",NA,0.0454545454545455,0.00418836175229566,0.345032063503529,0.5,0.0256753429657592,"linear","cilsmrsbl","equal"
"10",NA,0.0666666666666667,0.00840357544227779,0.391029892648388,0.666666666666667,0.0699239440323972,"linear","cilsmrsbl","equal"
"11",NA,0.166666666666667,0.0207911165774644,0.516615354293311,1.66666666666667,0.133285170229491,"linear","cilsmrsbl","equal"
"12",NA,0.35,0.0963598783306461,0.693172667656643,3.5,0.589036569162853,"linear","cilsmrsbl","equal"
"13",NA,0.0151515151515152,0.000383162035635711,0.306225113596526,0.166666666666667,0.0273753241364381,"linear","cimrsbinary","equal"
"14",NA,0.1,0.00924643495709838,0.436536229051533,1,0.0718061469221642,"linear","cimrsbinary","equal"
"15",NA,0.216666666666667,0.040628396506692,0.565382988687454,2.16666666666667,0.125213791647426,"linear","cimrsbinary","equal"
"16",NA,0.3,0.071167498541465,0.648723411920231,3,0.5807829688617,"linear","cimrsbinary","equal"
"17",NA,0.0303030303030303,0.000766324071271423,0.327536074274897,0.333333333333333,0.0498357423511489,"linear","sics","equal"
"18",NA,0.116666666666667,0.0161678990989152,0.452595793676925,1.16666666666667,0.121886574669171,"linear","sics","equal"
"19",NA,0.166666666666667,0.0295051446437363,0.508057031647248,1.66666666666667,0.190214786914094,"linear","sics","equal"
"20",NA,0.316666666666667,0.0948589412383678,0.650170267522708,3.16666666666667,0.618163954596072,"linear","sics","equal"
"21",NA,0.0454545454545455,0.00418836175229566,0.345032063503529,0.5,0.0267363340113628,"linear","silscs","equal"
"22",NA,0.0666666666666667,0.00840357544227779,0.391029892648388,0.666666666666667,0.0657996143223521,"linear","silscs","equal"
"23",NA,0.133333333333333,0.032445294013464,0.460826089712452,1.33333333333333,0.143276143975633,"linear","silscs","equal"
"24",NA,0.383333333333333,0.118204468439837,0.718270017043159,3.83333333333333,0.604212863664644,"linear","silscs","equal"
"25",NA,0.0303030303030303,0.00380519971665994,0.323721102825157,0.333333333333333,0.0261887661705992,"linear","ci","tuned"
"26",NA,0.0833333333333333,0.00546607699336979,0.418023004838292,0.833333333333333,0.0693499814687207,"linear","ci","tuned"
"27",NA,0.166666666666667,0.0413602788880963,0.497045049413337,1.66666666666667,0.125009917818198,"linear","ci","tuned"
"28",NA,0.35,0.0981467155615592,0.691526496794391,3.5,0.581848702520076,"linear","ci","tuned"
"29",NA,0.0303030303030303,0.000766324071271423,0.327536074274897,0.333333333333333,0.0107294138834075,"linear","cils","tuned"
"30",NA,0.0666666666666667,0.00504464723595949,0.395269836636719,0.666666666666667,0.0410044397705408,"linear","cils","tuned"
"31",NA,0.116666666666667,0.0128089708925969,0.456835737665257,1.16666666666667,0.115211032737481,"linear","cils","tuned"
"32",NA,0.416666666666667,0.14167543818769,0.741740986791012,4.16666666666667,0.584936006850348,"linear","cils","tuned"
"33",NA,0.0454545454545455,0.00418836175229566,0.345032063503529,0.5,0.0232411711515158,"linear","cilsmrsbl","tuned"
"34",NA,0.0833333333333333,0.00882500519968809,0.41378306084996,0.833333333333333,0.0652503167062189,"linear","cilsmrsbl","tuned"
"35",NA,0.133333333333333,0.0165893288563255,0.475348961878498,1.33333333333333,0.130046558835164,"linear","cilsmrsbl","tuned"
"36",NA,0.366666666666667,0.107282173385241,0.705721342349901,3.66666666666667,0.588037413280461,"linear","cilsmrsbl","tuned"
"37",NA,0.0606060606060606,0.00457152378793137,0.3663430241819,0.666666666666667,0.0221977209365479,"linear","cimrsbinary","tuned"
"38",NA,0.05,0.00462321747854919,0.372516668435147,0.5,0.0547270459539513,"linear","cimrsbinary","tuned"
"39",NA,0.233333333333333,0.0531227825366924,0.575337890254632,2.33333333333333,0.10193812284068,"linear","cimrsbinary","tuned"
"40",NA,0.283333333333333,0.0673871405777364,0.63021018770699,2.83333333333333,0.569408797823277,"linear","cimrsbinary","tuned"
"41",NA,0.0303030303030303,0.000766324071271423,0.327536074274897,0.333333333333333,0.0472208679784852,"linear","sics","tuned"
"42",NA,0.166666666666667,0.0400060099409212,0.497852538138934,1.66666666666667,0.120993818331817,"linear","sics","tuned"
"43",NA,0.166666666666667,0.0241500447837827,0.51237541030498,1.66666666666667,0.190716438958713,"linear","sics","tuned"
"44",NA,0.266666666666667,0.0604656764359196,0.614150623081598,2.66666666666667,0.616943488605382,"linear","sics","tuned"
"45",NA,0.0454545454545455,0.00418836175229566,0.345032063503529,0.5,0.0227103273527306,"linear","silscs","tuned"
"46",NA,0.0666666666666667,0.00504464723595949,0.395269836636719,0.666666666666667,0.0631542929924196,"linear","silscs","tuned"
"47",NA,0.133333333333333,0.032445294013464,0.460826089712452,1.33333333333333,0.139621596941442,"linear","silscs","tuned"
"48",NA,0.383333333333333,0.118204468439837,0.718270017043159,3.83333333333333,0.599177631301753,"linear","silscs","tuned"
"49",NA,0.0303030303030303,0.00380519971665994,0.323721102825157,0.333333333333333,0.0374490692231152,"log-linear","ci","equal"
"50",NA,0.0666666666666667,0.00504464723595949,0.395269836636719,0.666666666666667,0.0921729709047553,"log-linear","ci","equal"
"51",NA,0.183333333333333,0.0277125807192813,0.532674918918704,1.83333333333333,0.147987516629539,"log-linear","ci","equal"
"52",NA,0.35,0.102147546474338,0.688015606862256,3.5,0.593263614947899,"log-linear","ci","equal"
"53",NA,0.0303030303030303,0.000766324071271423,0.327536074274897,0.333333333333333,0.0142972617411338,"log-linear","cils","equal"
"54",NA,0.05,0.00462321747854919,0.372516668435147,0.5,0.0455027992751679,"log-linear","cils","equal"
"55",NA,0.133333333333333,0.0253033569225974,0.466790639232435,1.33333333333333,0.112520392718517,"log-linear","cils","equal"
"56",NA,0.416666666666667,0.136048227636249,0.746878256361809,4.16666666666667,0.581314855184483,"log-linear","cils","equal"
"57",NA,0.0454545454545455,0.00418836175229566,0.345032063503529,0.5,0.0257470138020331,"log-linear","cilsmrsbl","equal"
"58",NA,0.0666666666666667,0.00840357544227779,0.391029892648388,0.666666666666667,0.0701333587401985,"log-linear","cilsmrsbl","equal"
"59",NA,0.166666666666667,0.0207911165774644,0.516615354293311,1.66666666666667,0.134861801976408,"log-linear","cilsmrsbl","equal"
"60",NA,0.35,0.0963598783306461,0.693172667656643,3.5,0.590475457038243,"log-linear","cilsmrsbl","equal"
"61",NA,0.0151515151515152,0.000383162035635711,0.306225113596526,0.166666666666667,0.027460775435416,"log-linear","cimrsbinary","equal"
"62",NA,0.1,0.00924643495709838,0.436536229051533,1,0.072202387139381,"log-linear","cimrsbinary","equal"
"63",NA,0.233333333333333,0.0444087544704206,0.583896212900695,2.33333333333333,0.1268450804839,"log-linear","cimrsbinary","equal"
"64",NA,0.283333333333333,0.0673871405777364,0.63021018770699,2.83333333333333,0.582103468779935,"log-linear","cimrsbinary","equal"
"65",NA,0.0303030303030303,0.000766324071271423,0.327536074274897,0.333333333333333,0.0500751235437643,"log-linear","sics","equal"
"66",NA,0.116666666666667,0.0161678990989152,0.452595793676925,1.16666666666667,0.122947928307644,"log-linear","sics","equal"
"67",NA,0.166666666666667,0.0295051446437363,0.508057031647248,1.66666666666667,0.193055034791475,"log-linear","sics","equal"
"68",NA,0.316666666666667,0.0948589412383678,0.650170267522708,3.16666666666667,0.620182230027596,"log-linear","sics","equal"
"69",NA,0.0454545454545455,0.00418836175229566,0.345032063503529,0.5,0.0268201648726346,"log-linear","silscs","equal"
"70",NA,0.0666666666666667,0.00840357544227779,0.391029892648388,0.666666666666667,0.0670770439527411,"log-linear","silscs","equal"
"71",NA,0.133333333333333,0.032445294013464,0.460826089712452,1.33333333333333,0.145757762387272,"log-linear","silscs","equal"
"72",NA,0.383333333333333,0.118204468439837,0.718270017043159,3.83333333333333,0.605500883307165,"log-linear","silscs","equal"
"73",NA,0.0303030303030303,0.00380519971665994,0.323721102825157,0.333333333333333,0.0276695743964782,"log-linear","ci","tuned"
"74",NA,0.0833333333333333,0.00546607699336979,0.418023004838292,0.833333333333333,0.0710814822361624,"log-linear","ci","tuned"
"75",NA,0.166666666666667,0.0413602788880963,0.497045049413337,1.66666666666667,0.126565542279136,"log-linear","ci","tuned"
"76",NA,0.35,0.0981467155615592,0.691526496794391,3.5,0.583153634439452,"log-linear","ci","tuned"
"77",NA,0.0303030303030303,0.000766324071271423,0.327536074274897,0.333333333333333,0.0111011324044539,"log-linear","cils","tuned"
"78",NA,0.0666666666666667,0.00504464723595949,0.395269836636719,0.666666666666667,0.0406566102290703,"log-linear","cils","tuned"
"79",NA,0.116666666666667,0.0128089708925969,0.456835737665257,1.16666666666667,0.113653737484306,"log-linear","cils","tuned"
"80",NA,0.416666666666667,0.14167543818769,0.741740986791012,4.16666666666667,0.584098259659689,"log-linear","cils","tuned"
"81",NA,0.0454545454545455,0.00418836175229566,0.345032063503529,0.5,0.0240921206996762,"log-linear","cilsmrsbl","tuned"
"82",NA,0.0833333333333333,0.00882500519968809,0.41378306084996,0.833333333333333,0.0653089616294873,"log-linear","cilsmrsbl","tuned"
"83",NA,0.133333333333333,0.0165893288563255,0.475348961878498,1.33333333333333,0.126229041267665,"log-linear","cilsmrsbl","tuned"
"84",NA,0.366666666666667,0.107282173385241,0.705721342349901,3.66666666666667,0.585012200337854,"log-linear","cilsmrsbl","tuned"
"85",NA,0.0606060606060606,0.00457152378793137,0.3663430241819,0.666666666666667,0.0220155384415014,"log-linear","cimrsbinary","tuned"
"86",NA,0.0666666666666667,0.00504464723595949,0.395269836636719,0.666666666666667,0.0548951135540908,"log-linear","cimrsbinary","tuned"
"87",NA,0.233333333333333,0.0509087888548272,0.577202609324516,2.33333333333333,0.101522999034008,"log-linear","cimrsbinary","tuned"
"88",NA,0.266666666666667,0.0582516827540543,0.616015342151481,2.66666666666667,0.568643423921419,"log-linear","cimrsbinary","tuned"
"89",NA,0.0303030303030303,0.000766324071271423,0.327536074274897,0.333333333333333,0.0473291220629653,"log-linear","sics","tuned"
"90",NA,0.166666666666667,0.0400060099409212,0.497852538138934,1.66666666666667,0.122288155878685,"log-linear","sics","tuned"
"91",NA,0.166666666666667,0.0241500447837827,0.51237541030498,1.66666666666667,0.191377850242778,"log-linear","sics","tuned"
"92",NA,0.266666666666667,0.0604656764359196,0.614150623081598,2.66666666666667,0.616418816427058,"log-linear","sics","tuned"
"93",NA,0.0454545454545455,0.00418836175229566,0.345032063503529,0.5,0.0222500019901957,"log-linear","silscs","tuned"
"94",NA,0.0666666666666667,0.00504464723595949,0.395269836636719,0.666666666666667,0.0620605678590189,"log-linear","silscs","tuned"
"95",NA,0.133333333333333,0.032445294013464,0.460826089712452,1.33333333333333,0.142354211571114,"log-linear","silscs","tuned"
"96",NA,0.383333333333333,0.118204468439837,0.718270017043159,3.83333333333333,0.602543645702291,"log-linear","silscs","tuned"
"97",NA,0.0303030303030303,0.00380519971665994,0.323721102825157,0.333333333333333,0.0335669605098634,"trafo","ci","equal"
"98",NA,0.0666666666666667,0.00504464723595949,0.395269836636719,0.666666666666667,0.0848325098945985,"trafo","ci","equal"
"99",NA,0.2,0.0368480385429634,0.546869764474213,2,0.136396313866047,"trafo","ci","equal"
"100",NA,0.333333333333333,0.0912252514197424,0.675466932168999,3.33333333333333,0.585130764481312,"trafo","ci","equal"
"101",NA,0.0303030303030303,0.000766324071271423,0.327536074274897,0.333333333333333,0.0115111936442408,"trafo","cils","equal"
"102",NA,0.05,0.00462321747854919,0.372516668435147,0.5,0.0393957235018196,"trafo","cils","equal"
"103",NA,0.133333333333333,0.0253033569225974,0.466790639232435,1.33333333333333,0.102359606922105,"trafo","cils","equal"
"104",NA,0.416666666666667,0.136048227636249,0.746878256361809,4.16666666666667,0.574475077064526,"trafo","cils","equal"
"105",NA,0.0454545454545455,0.00418836175229566,0.345032063503529,0.5,0.0236039070162163,"trafo","cilsmrsbl","equal"
"106",NA,0.0666666666666667,0.00840357544227779,0.391029892648388,0.666666666666667,0.06651543980526,"trafo","cilsmrsbl","equal"
"107",NA,0.166666666666667,0.0207911165774644,0.516615354293311,1.66666666666667,0.127440382791622,"trafo","cilsmrsbl","equal"
"108",NA,0.35,0.0963598783306461,0.693172667656643,3.5,0.584528850002578,"trafo","cilsmrsbl","equal"
"109",NA,0.0303030303030303,0.000766324071271423,0.327536074274897,0.333333333333333,0.0240171973111732,"trafo","cimrsbinary","equal"
"110",NA,0.0833333333333333,0.00546607699336979,0.418023004838292,0.833333333333333,0.0627014909952877,"trafo","cimrsbinary","equal"
"111",NA,0.25,0.0535442122941027,0.598091058456205,2.5,0.109624190484387,"trafo","cimrsbinary","equal"
"112",NA,0.266666666666667,0.0582516827540543,0.616015342151481,2.66666666666667,0.570939896800273,"trafo","cimrsbinary","equal"
"113",NA,0.0303030303030303,0.000766324071271423,0.327536074274897,0.333333333333333,0.0482905504060191,"trafo","sics","equal"
"114",NA,0.1,0.0157464693415049,0.429842625475353,1,0.117485987070077,"trafo","sics","equal"
"115",NA,0.183333333333333,0.0332855026074649,0.526570255860489,1.83333333333333,0.183604521204668,"trafo","sics","equal"
"116",NA,0.316666666666667,0.0948589412383678,0.650170267522708,3.16666666666667,0.61440908454061,"trafo","sics","equal"
"117",NA,0.0606060606060606,0.00761039943331989,0.36252805273216,0.666666666666667,0.0251512420947124,"trafo","silscs","equal"
"118",NA,0.05,0.00462321747854919,0.372516668435147,0.5,0.0631173472789877,"trafo","silscs","equal"
"119",NA,0.133333333333333,0.032445294013464,0.460826089712452,1.33333333333333,0.138798919048504,"trafo","silscs","equal"
"120",NA,0.383333333333333,0.118204468439837,0.718270017043159,3.83333333333333,0.600832813864228,"trafo","silscs","equal"
"121",NA,0.0303030303030303,0.00380519971665994,0.323721102825157,0.333333333333333,0.0255129596941898,"trafo","ci","tuned"
"122",NA,0.0666666666666667,0.00168571902964119,0.399509780625051,0.666666666666667,0.0683788008514742,"trafo","ci","tuned"
"123",NA,0.166666666666667,0.0413602788880963,0.497045049413337,1.66666666666667,0.123225038232873,"trafo","ci","tuned"
"124",NA,0.366666666666667,0.105068179703376,0.707586061419784,3.66666666666667,0.580359197075589,"trafo","ci","tuned"
"125",NA,0.0303030303030303,0.000766324071271423,0.327536074274897,0.333333333333333,0.00969861057963,"trafo","cils","tuned"
"126",NA,0.0666666666666667,0.00504464723595949,0.395269836636719,0.666666666666667,0.0389771792043802,"trafo","cils","tuned"
"127",NA,0.1,0.0123875411351866,0.434082569463684,1,0.110582893193944,"trafo","cils","tuned"
"128",NA,0.433333333333333,0.148596902329506,0.757800551416404,4.33333333333333,0.581304324569194,"trafo","cils","tuned"
