"X1","X2","mem","spl","type","loss","mod"
0.872586369520218,1,1,1,"val","nll","cimrsbinary"
0.979801926756977,1,1,1,"val","nll","cimrsbinary"
0.923040400677398,1,1,1,"val","nll","cimrsbinary"
0.966907011387588,1,1,1,"val","nll","cimrsbinary"
0.94041853624504,1,1,1,"val","nll","cimrsbinary"
0.986588279715894,1,1,1,"val","nll","cimrsbinary"
0.483672685316396,1,1,1,"val","nll","cimrsbinary"
0.957516491701358,1,1,1,"val","nll","cimrsbinary"
0.972964082416173,1,1,1,"val","nll","cimrsbinary"
0.97359944641585,1,1,1,"val","nll","cimrsbinary"
0.957090727155838,1,1,1,"val","nll","cimrsbinary"
0.635290804606399,1,1,1,"val","nll","cimrsbinary"
0.899046443324354,1,1,1,"val","nll","cimrsbinary"
0.920135469026028,1,1,1,"val","nll","cimrsbinary"
0.976120869435993,1,1,1,"val","nll","cimrsbinary"
0.768465280722655,1,1,1,"val","nll","cimrsbinary"
0.978926980839716,1,1,1,"val","nll","cimrsbinary"
0.943164759193876,1,1,1,"val","nll","cimrsbinary"
0.994698298761795,1,1,1,"val","nll","cimrsbinary"
0.925245426687244,1,1,1,"val","nll","cimrsbinary"
0.999436144110118,1,1,1,"val","nll","cimrsbinary"
0.978695007285271,1,1,1,"val","nll","cimrsbinary"
0.764916756266865,1,1,1,"val","nll","cimrsbinary"
0.867343822908011,1,1,1,"val","nll","cimrsbinary"
0.582669704975885,1,1,1,"val","nll","cimrsbinary"
0.916498707585701,1,1,1,"val","nll","cimrsbinary"
0.982146889250488,1,1,1,"val","nll","cimrsbinary"
0.653919067021523,1,1,1,"val","nll","cimrsbinary"
0.650712265919282,1,1,1,"val","nll","cimrsbinary"
0.993867685086776,1,1,1,"val","nll","cimrsbinary"
0.990455045910377,1,1,1,"val","nll","cimrsbinary"
0.997354128871804,1,1,1,"val","nll","cimrsbinary"
0.923468038039778,1,1,1,"val","nll","cimrsbinary"
0.439696266020253,1,1,1,"val","nll","cimrsbinary"
0.999231151878356,1,1,1,"val","nll","cimrsbinary"
0.222881599968658,1,1,1,"val","nll","cimrsbinary"
0.975791071930645,1,1,1,"val","nll","cimrsbinary"
0.975229189235428,1,1,1,"val","nll","cimrsbinary"
0.917013054973235,1,1,1,"val","nll","cimrsbinary"
0.92055024281805,1,1,1,"val","nll","cimrsbinary"
0.166742953841521,1,1,1,"val","nll","cimrsbinary"
0.481309599543138,1,2,1,"val","nll","cimrsbinary"
0.985082443085598,1,2,1,"val","nll","cimrsbinary"
0.92951593383734,1,2,1,"val","nll","cimrsbinary"
0.946936403574364,1,2,1,"val","nll","cimrsbinary"
0.876834102357332,1,2,1,"val","nll","cimrsbinary"
0.991236139684893,1,2,1,"val","nll","cimrsbinary"
0.427703150423044,1,2,1,"val","nll","cimrsbinary"
0.956773438390209,1,2,1,"val","nll","cimrsbinary"
0.986100438234804,1,2,1,"val","nll","cimrsbinary"
0.94750429052684,1,2,1,"val","nll","cimrsbinary"
0.924509659998922,1,2,1,"val","nll","cimrsbinary"
0.531489935266828,1,2,1,"val","nll","cimrsbinary"
0.816659305587121,1,2,1,"val","nll","cimrsbinary"
0.762756888329158,1,2,1,"val","nll","cimrsbinary"
0.988036410701969,1,2,1,"val","nll","cimrsbinary"
0.511701736846968,1,2,1,"val","nll","cimrsbinary"
0.996910443117418,1,2,1,"val","nll","cimrsbinary"
0.943788007870294,1,2,1,"val","nll","cimrsbinary"
0.99030272143726,1,2,1,"val","nll","cimrsbinary"
0.898115345013424,1,2,1,"val","nll","cimrsbinary"
0.999997578259623,1,2,1,"val","nll","cimrsbinary"
0.980774913997175,1,2,1,"val","nll","cimrsbinary"
0.918714718036928,1,2,1,"val","nll","cimrsbinary"
0.730367442122526,1,2,1,"val","nll","cimrsbinary"
0.349641848473083,1,2,1,"val","nll","cimrsbinary"
0.844454858766574,1,2,1,"val","nll","cimrsbinary"
0.992063072271447,1,2,1,"val","nll","cimrsbinary"
0.673541177307486,1,2,1,"val","nll","cimrsbinary"
0.986770506859927,1,2,1,"val","nll","cimrsbinary"
0.996704095833847,1,2,1,"val","nll","cimrsbinary"
0.987317961920558,1,2,1,"val","nll","cimrsbinary"
0.999583271799357,1,2,1,"val","nll","cimrsbinary"
0.927255666252262,1,2,1,"val","nll","cimrsbinary"
0.478337762205522,1,2,1,"val","nll","cimrsbinary"
0.999422801552135,1,2,1,"val","nll","cimrsbinary"
0.168697321190917,1,2,1,"val","nll","cimrsbinary"
0.960703156830111,1,2,1,"val","nll","cimrsbinary"
