"","bin","prop","lwr","upr","cases","midpoint","spl","method","mod","weights"
"142","(0.44,0.542]",0.1,0.0157464693415049,0.429842625475353,1,0.133214807128146,"6","trafo","cils","equal"
"143","(0.542,0.762]",0.183333333333333,0.0299265744011465,0.530810199848821,1.83333333333333,0.20983174213089,"6","trafo","cils","equal"
"144","(0.762,1]",0.366666666666667,0.149517160356888,0.666137502308891,3.66666666666667,0.631871652102644,"6","trafo","cils","equal"
"145","[0,0.362]",0.484848484848485,0.299715690558046,0.678384570264939,5.33333333333333,0.0522332038213341,"1","linear","ci","equal"
"146","(0.362,0.457]",0.383333333333333,0.235124181538962,0.60301763249556,3.83333333333333,0.124910563485957,"1","linear","ci","equal"
"147","(0.457,0.559]",0.516666666666667,0.28619675487268,0.736822137666094,5.16666666666667,0.172913207131535,"1","linear","ci","equal"
"148","(0.559,1]",0.633333333333333,0.35858202715978,0.823940276202705,6.33333333333333,0.600235847466912,"1","linear","ci","equal"
"149","[0,0.413]",0.0606060606060606,0.0104194510644535,0.360363181372237,0.666666666666667,0.063931948546613,"2","linear","ci","equal"
"150","(0.413,0.478]",0.166666666666667,0.0207911165774644,0.516615354293311,1.66666666666667,0.147790678136815,"2","linear","ci","equal"
"151","(0.478,0.592]",0.283333333333333,0.0770151820419557,0.621562028204058,2.83333333333333,0.201336076525779,"2","linear","ci","equal"
"152","(0.592,1]",0.3,0.0983519646883319,0.624732936507757,3,0.617477346935577,"2","linear","ci","equal"
"153","[0,0.431]",0.136363636363636,0.0490018886387086,0.430318512863555,1.5,0.0619544835891686,"3","linear","ci","equal"
"154","(0.431,0.53]",0.15,0.0170107586137358,0.49810213008007,1.5,0.143428096322238,"3","linear","ci","equal"
"155","(0.53,0.666]",0.3,0.0839366461837725,0.637621592829451,3,0.211968929186537,"3","linear","ci","equal"
"156","(0.666,1]",0.45,0.197349312901373,0.732868385204373,4.5,0.630495316453468,"3","linear","ci","equal"
"157","[0,0.47]",0.121212121212121,0.0180298504977734,0.437977081186243,1.33333333333333,0.0804782108418561,"4","linear","ci","equal"
"158","(0.47,0.479]",0.216666666666667,0.0511292618038769,0.55517849517914,2.16666666666667,0.163383330934235,"4","linear","ci","equal"
"159","(0.479,0.498]",0.283333333333333,0.0748011883600904,0.623426747273941,2.83333333333333,0.171694442475019,"4","linear","ci","equal"
"160","(0.498,1]",0.45,0.180829609420947,0.749247422316138,4.5,0.58878932238264,"4","linear","ci","equal"
"161","[0,0.347]",0.0909090909090909,0.0200725780576355,0.393190288469577,1,0.0474969031621822,"5","linear","ci","equal"
"162","(0.347,0.437]",0.116666666666667,0.035382792462372,0.433832977522548,1.16666666666667,0.113748366983971,"5","linear","ci","equal"
"163","(0.437,0.621]",0.2,0.0648312486359493,0.52051601916119,2,0.176032973196616,"5","linear","ci","equal"
"164","(0.621,1]",0.3,0.0983519646883319,0.624732936507757,3,0.609781509374828,"5","linear","ci","equal"
"165","[0,0.442]",0.0606060606060606,0.0104194510644535,0.360363181372237,0.666666666666667,0.067844451869966,"6","linear","ci","equal"
"166","(0.442,0.565]",0.05,0.00462321747854919,0.372516668435147,0.5,0.163598369610693,"6","linear","ci","equal"
"167","(0.565,0.648]",0.133333333333333,0.0358042222197823,0.45658614572412,1.33333333333333,0.225553856359816,"6","linear","ci","equal"
"168","(0.648,1]",0.45,0.182834276941016,0.748910083347595,4.5,0.629799938619089,"6","linear","ci","equal"
"169","[0,0.367]",0.484848484848485,0.299715690558046,0.678384570264939,5.33333333333333,0.0526645377435047,"1","log-linear","ci","equal"
"170","(0.367,0.46]",0.383333333333333,0.235124181538962,0.60301763249556,3.83333333333333,0.12611944349701,"1","log-linear","ci","equal"
"171","(0.46,0.567]",0.516666666666667,0.28619675487268,0.736822137666094,5.16666666666667,0.174861505321264,"1","log-linear","ci","equal"
"172","(0.567,1]",0.633333333333333,0.35858202715978,0.823940276202705,6.33333333333333,0.601406599567759,"1","log-linear","ci","equal"
"173","[0,0.414]",0.0606060606060606,0.0104194510644535,0.360363181372237,0.666666666666667,0.0643387159745168,"2","log-linear","ci","equal"
"174","(0.414,0.482]",0.133333333333333,0.010089294471919,0.482042565454677,1.33333333333333,0.148896667457015,"2","log-linear","ci","equal"
"175","(0.482,0.601]",0.316666666666667,0.0949903855611939,0.649210710240981,3.16666666666667,0.203873837240797,"2","log-linear","ci","equal"
"176","(0.601,1]",0.3,0.0983519646883319,0.624732936507757,3,0.619315885758299,"2","log-linear","ci","equal"
"177","[0,0.434]",0.136363636363636,0.0490018886387086,0.430318512863555,1.5,0.0624320604020263,"3","log-linear","ci","equal"
"178","(0.434,0.532]",0.166666666666667,0.026146216437418,0.51229697563558,1.66666666666667,0.144255005607159,"3","log-linear","ci","equal"
"179","(0.532,0.672]",0.283333333333333,0.0713879714905148,0.626699297774855,2.83333333333333,0.214699516321124,"3","log-linear","ci","equal"
"180","(0.672,1]",0.45,0.197349312901373,0.732868385204373,4.5,0.632876571115991,"3","log-linear","ci","equal"
"181","[0,0.47]",0.121212121212121,0.0180298504977734,0.437977081186243,1.33333333333333,0.0805672288703109,"4","log-linear","ci","equal"
"182","(0.47,0.479]",0.216666666666667,0.0511292618038769,0.55517849517914,2.16666666666667,0.163529076936493,"4","log-linear","ci","equal"
"183","(0.479,0.499]",0.283333333333333,0.0748011883600904,0.623426747273941,2.83333333333333,0.171818909574112,"4","log-linear","ci","equal"
"184","(0.499,1]",0.45,0.180829609420947,0.749247422316138,4.5,0.588857061507929,"4","log-linear","ci","equal"
"185","[0,0.36]",0.106060606060606,0.0282468629986675,0.40691574270556,1.16666666666667,0.0486856047419282,"5","log-linear","ci","equal"
"186","(0.36,0.442]",0.1,0.0244604974077768,0.42128430282929,1,0.11544175329876,"5","log-linear","ci","equal"
"187","(0.442,0.64]",0.2,0.0648312486359493,0.52051601916119,2,0.179772783413674,"5","log-linear","ci","equal"
"188","(0.64,1]",0.3,0.0983519646883319,0.624732936507757,3,0.613016634856843,"5","log-linear","ci","equal"
"189","[0,0.445]",0.0606060606060606,0.0104194510644535,0.360363181372237,0.666666666666667,0.0682051901082217,"6","log-linear","ci","equal"
"190","(0.445,0.573]",0.05,0.00462321747854919,0.372516668435147,0.5,0.164838008709223,"6","log-linear","ci","equal"
"191","(0.573,0.68]",0.133333333333333,0.0358042222197823,0.45658614572412,1.33333333333333,0.231590226197274,"6","log-linear","ci","equal"
"192","(0.68,1]",0.45,0.182834276941016,0.748910083347595,4.5,0.634957407596273,"6","log-linear","ci","equal"
"193","[0,0.358]",0.484848484848485,0.299715690558046,0.678384570264939,5.33333333333333,0.0509316662306259,"1","trafo","ci","equal"
"194","(0.358,0.456]",0.383333333333333,0.235124181538962,0.60301763249556,3.83333333333333,0.121367959753511,"1","trafo","ci","equal"
"195","(0.456,0.561]",0.516666666666667,0.28619675487268,0.736822137666094,5.16666666666667,0.16827434351635,"1","trafo","ci","equal"
"196","(0.561,1]",0.633333333333333,0.35858202715978,0.823940276202705,6.33333333333333,0.597838049993465,"1","trafo","ci","equal"
"197","[0,0.413]",0.0606060606060606,0.0104194510644535,0.360363181372237,0.666666666666667,0.0615573667286255,"2","trafo","ci","equal"
"198","(0.413,0.478]",0.15,0.0170107586137358,0.49810213008007,1.5,0.143908963293592,"2","trafo","ci","equal"
"199","(0.478,0.593]",0.3,0.0807955400056843,0.640075252417299,3,0.195765904860526,"2","trafo","ci","equal"
"200","(0.593,1]",0.3,0.0983519646883319,0.624732936507757,3,0.61341430829556,"2","trafo","ci","equal"
"201","[0,0.43]",0.166666666666667,0.0575593356153763,0.46535492777791,1.83333333333333,0.0580502998391805,"3","trafo","ci","equal"
"202","(0.43,0.531]",0.15,0.0223658584736894,0.493783751422339,1.5,0.136979556309454,"3","trafo","ci","equal"
"203","(0.531,0.669]",0.283333333333333,0.0767430713504683,0.622380919117124,2.83333333333333,0.20465221742352,"3","trafo","ci","equal"
"204","(0.669,1]",0.433333333333333,0.186427017846777,0.720319710511116,4.33333333333333,0.625722960953246,"3","trafo","ci","equal"
"205","[0,0.47]",0.121212121212121,0.0180298504977734,0.437977081186243,1.33333333333333,0.0800991299418215,"4","trafo","ci","equal"
"206","(0.47,0.479]",0.216666666666667,0.0511292618038769,0.55517849517914,2.16666666666667,0.162737188225255,"4","trafo","ci","equal"
"207","(0.479,0.498]",0.3,0.078581546323819,0.641939971487182,3,0.171173881715694,"4","trafo","ci","equal"
"208","(0.498,1]",0.433333333333333,0.171694151597265,0.735052576760628,4.33333333333333,0.58853582343226,"4","trafo","ci","equal"
"209","[0,0.345]",0.0757575757575757,0.0138414887454777,0.377859170600869,0.833333333333333,0.0453627173893391,"5","trafo","ci","equal"
"210","(0.345,0.436]",0.133333333333333,0.0423042566041888,0.44989254214794,1.33333333333333,0.110177315643234,"5","trafo","ci","equal"
"211","(0.436,0.628]",0.183333333333333,0.064409818878539,0.497762850959618,1.83333333333333,0.172376846599405,"5","trafo","ci","equal"
"212","(0.628,1]",0.316666666666667,0.105273428830149,0.640792501133149,3.16666666666667,0.60756224834551,"5","trafo","ci","equal"
"213","[0,0.441]",0.0606060606060606,0.0104194510644535,0.360363181372237,0.666666666666667,0.0662022600751341,"6","trafo","ci","equal"
"214","(0.441,0.567]",0.05,0.00462321747854919,0.372516668435147,0.5,0.159968688828099,"6","trafo","ci","equal"
"215","(0.567,0.664]",0.15,0.0362256519771926,0.479339313925693,1.5,0.219962104336416,"6","trafo","ci","equal"
"216","(0.664,1]",0.433333333333333,0.171911981886421,0.736361408654337,4.33333333333333,0.626195675583451,"6","trafo","ci","equal"
"217","[0,0.291]",0.484848484848485,0.299715690558046,0.678384570264939,5.33333333333333,0.0507201837960839,"1","linear","sics","equal"
"218","(0.291,0.406]",0.466666666666667,0.25580432098301,0.697291603292848,4.66666666666667,0.126726968313989,"1","linear","sics","equal"
"219","(0.406,0.571]",0.5,0.28577532511527,0.714068969464521,5,0.195437609481856,"1","linear","sics","equal"
"220","(0.571,1]",0.566666666666667,0.307952316355647,0.782984043916258,5.66666666666667,0.619430824963951,"1","linear","sics","equal"
"221","[0,0.332]",0.0757575757575758,0.0185937360054854,0.37408863560822,0.833333333333333,0.0560972007844836,"2","linear","sics","equal"
"222","(0.332,0.464]",0.2,0.0252107263268334,0.556095462307641,2,0.142834437636496,"2","linear","sics","equal"
"223","(0.464,0.608]",0.283333333333333,0.0841571191328223,0.615597478684075,2.83333333333333,0.221761897549494,"2","linear","sics","equal"
"224","(0.608,1]",0.25,0.0798689537062795,0.575157813388017,2.5,0.635024660697482,"2","linear","sics","equal"
"225","[0,0.375]",0.212121212121212,0.0587088217222834,0.529287809813024,2.33333333333333,0.0666172912788356,"3","linear","sics","equal"
"226","(0.375,0.474]",0.0666666666666667,0.00504464723595949,0.395269836636719,0.666666666666667,0.15575255412892,"3","linear","sics","equal"
"227","(0.474,0.67]",0.25,0.0832278819125978,0.570917869399686,2.5,0.239904036737427,"3","linear","sics","equal"
"228","(0.67,1]",0.5,0.2171865928306,0.781636019598516,5,0.650768773887343,"3","linear","sics","equal"
"229","[0,0.452]",0.106060606060606,0.0193600600767568,0.416710556964963,1.16666666666667,0.0827966325466171,"4","linear","sics","equal"
"230","(0.452,0.464]",0.216666666666667,0.0384144028248267,0.567247707757337,2.16666666666667,0.168337904372792,"4","linear","sics","equal"
"231","(0.464,0.499]",0.383333333333333,0.141170273384769,0.696481599669109,3.83333333333333,0.179578716445762,"4","linear","sics","equal"
"232","(0.499,1]",0.366666666666667,0.119755608899423,0.693878514185024,3.66666666666667,0.594037444619587,"4","linear","sics","equal"
"233","[0,0.41]",0.0909090909090909,0.0220157736865096,0.391584624836852,1,0.0788094918395051,"5","linear","sics","equal"
"234","(0.41,0.446]",0.116666666666667,0.0313819615495936,0.437343867454683,1.16666666666667,0.165366189360927,"5","linear","sics","equal"
"235","(0.446,0.526]",0.183333333333333,0.0556957908122672,0.50632117360568,1.83333333333333,0.19696225115597,"5","linear","sics","equal"
"236","(0.526,1]",0.316666666666667,0.11090063938159,0.635655231562352,3.16666666666667,0.610405553634549,"5","linear","sics","equal"
"237","[0,0.341]",0.0454545454545455,0.00418836175229566,0.345032063503529,0.5,0.0595591661994886,"6","linear","sics","equal"
"238","(0.341,0.543]",0.05,0.0111232518629557,0.365823064858967,0.5,0.170341321826343,"6","linear","sics","equal"
"239","(0.543,0.732]",0.1,0.0222465037259115,0.423149021899173,1,0.287735196155523,"6","linear","sics","equal"
"240","(0.732,1]",0.5,0.229955740472908,0.770534200507736,5,0.676953040528669,"6","linear","sics","equal"
"241","[0,0.293]",0.484848484848485,0.299715690558046,0.678384570264939,5.33333333333333,0.0510618903018658,"1","log-linear","sics","equal"
"242","(0.293,0.408]",0.466666666666667,0.25580432098301,0.697291603292848,4.66666666666667,0.128091412553999,"1","log-linear","sics","equal"
"243","(0.408,0.577]",0.5,0.28577532511527,0.714068969464521,5,0.197567318562786,"1","log-linear","sics","equal"
"244","(0.577,1]",0.566666666666667,0.307952316355647,0.782984043916258,5.66666666666667,0.620537796310653,"1","log-linear","sics","equal"
"245","[0,0.335]",0.0757575757575758,0.0185937360054854,0.37408863560822,0.833333333333333,0.0564010028371644,"2","log-linear","sics","equal"
"246","(0.335,0.477]",0.15,0.0138696524356476,0.500555789667918,1.5,0.145005110070225,"2","log-linear","sics","equal"
"247","(0.477,0.646]",0.333333333333333,0.0986392992020964,0.668683491735949,3.33333333333333,0.2305497025125,"2","log-linear","sics","equal"
"248","(0.646,1]",0.25,0.0798689537062795,0.575157813388017,2.5,0.641945595279439,"2","log-linear","sics","equal"
"249","[0,0.377]",0.212121212121212,0.0587088217222834,0.529287809813024,2.33333333333333,0.0668713332242577,"3","log-linear","sics","equal"
"250","(0.377,0.475]",0.0666666666666667,0.00504464723595949,0.395269836636719,0.666666666666667,0.156194211989429,"3","log-linear","sics","equal"
"251","(0.475,0.679]",0.25,0.0832278819125978,0.570917869399686,2.5,0.241516333348289,"3","log-linear","sics","equal"
"252","(0.679,1]",0.5,0.2171865928306,0.781636019598516,5,0.652193454583117,"3","log-linear","sics","equal"
"253","[0,0.454]",0.106060606060606,0.0193600600767568,0.416710556964963,1.16666666666667,0.0830615948578992,"4","log-linear","sics","equal"
"254","(0.454,0.466]",0.216666666666667,0.0384144028248267,0.567247707757337,2.16666666666667,0.168814430449336,"4","log-linear","sics","equal"
"255","(0.466,0.5]",0.383333333333333,0.141170273384769,0.696481599669109,3.83333333333333,0.179905996647109,"4","log-linear","sics","equal"
"256","(0.5,1]",0.366666666666667,0.119755608899423,0.693878514185024,3.66666666666667,0.594153161055672,"4","log-linear","sics","equal"
"257","[0,0.414]",0.0909090909090909,0.0220157736865096,0.391584624836852,1,0.0796044279278152,"5","log-linear","sics","equal"
"258","(0.414,0.447]",0.116666666666667,0.0313819615495936,0.437343867454683,1.16666666666667,0.166390941231696,"5","log-linear","sics","equal"
"259","(0.447,0.537]",0.183333333333333,0.0556957908122672,0.50632117360568,1.83333333333333,0.199083647004737,"5","log-linear","sics","equal"
"260","(0.537,1]",0.316666666666667,0.11090063938159,0.635655231562352,3.16666666666667,0.612297133700857,"5","log-linear","sics","equal"
"261","[0,0.343]",0.0454545454545455,0.00418836175229566,0.345032063503529,0.5,0.0598146181526381,"6","log-linear","sics","equal"
"262","(0.343,0.557]",0.05,0.0111232518629557,0.365823064858967,0.5,0.173140360795196,"6","log-linear","sics","equal"
"263","(0.557,0.737]",0.15,0.0235107929981424,0.49140852650389,1.5,0.292201771237094,"6","log-linear","sics","equal"
"264","(0.737,1]",0.45,0.214831657697174,0.716719133399665,4.5,0.678876028594536,"6","log-linear","sics","equal"
"265","[0,0.276]",0.484848484848485,0.299715690558046,0.678384570264939,5.33333333333333,0.0472787437116057,"1","trafo","sics","equal"
"266","(0.276,0.387]",0.433333333333333,0.25496146146819,0.651785266889703,4.33333333333333,0.117613455229936,"1","trafo","sics","equal"
"267","(0.387,0.572]",0.533333333333333,0.289977112836409,0.755335361879334,5.33333333333333,0.188332504326431,"1","trafo","sics","equal"
"268","(0.572,1]",0.566666666666667,0.307952316355647,0.782984043916258,5.66666666666667,0.617997792808102,"1","trafo","sics","equal"
"269","[0,0.329]",0.0757575757575758,0.0185937360054854,0.37408863560822,0.833333333333333,0.0550805939592843,"2","trafo","sics","equal"
"270","(0.329,0.461]",0.2,0.0252107263268334,0.556095462307641,2,0.138452843363706,"2","trafo","sics","equal"
"271","(0.461,0.622]",0.283333333333333,0.0841571191328223,0.615597478684075,2.83333333333333,0.211051902377428,"2","trafo","sics","equal"
"272","(0.622,1]",0.25,0.0798689537062795,0.575157813388017,2.5,0.627679652973006,"2","trafo","sics","equal"
"273","[0,0.374]",0.212121212121212,0.0587088217222834,0.529287809813024,2.33333333333333,0.0660480403159233,"3","trafo","sics","equal"
"274","(0.374,0.474]",0.0666666666666667,0.00504464723595949,0.395269836636719,0.666666666666667,0.154875400518769,"3","trafo","sics","equal"
"275","(0.474,0.676]",0.25,0.0832278819125978,0.570917869399686,2.5,0.239099676976205,"3","trafo","sics","equal"
"276","(0.676,1]",0.5,0.2171865928306,0.781636019598516,5,0.65027231677336,"3","trafo","sics","equal"
"277","[0,0.452]",0.106060606060606,0.0193600600767568,0.416710556964963,1.16666666666667,0.0823433840260476,"4","trafo","sics","equal"
"278","(0.452,0.464]",0.216666666666667,0.0384144028248267,0.567247707757337,2.16666666666667,0.167529667417139,"4","trafo","sics","equal"
"279","(0.464,0.499]",0.383333333333333,0.141170273384769,0.696481599669109,3.83333333333333,0.179046953856085,"4","trafo","sics","equal"
"280","(0.499,1]",0.366666666666667,0.119755608899423,0.693878514185024,3.66666666666667,0.593860670464993,"4","trafo","sics","equal"
"281","[0,0.407]",0.0909090909090909,0.0220157736865096,0.391584624836852,1,0.0769709546388694,"5","trafo","sics","equal"
"282","(0.407,0.445]",0.116666666666667,0.0313819615495936,0.437343867454683,1.16666666666667,0.163057420063768,"5","trafo","sics","equal"
"283","(0.445,0.528]",0.183333333333333,0.0556957908122672,0.50632117360568,1.83333333333333,0.194278714002585,"5","trafo","sics","equal"
"284","(0.528,1]",0.316666666666667,0.11090063938159,0.635655231562352,3.16666666666667,0.608192248577686,"5","trafo","sics","equal"
"285","[0,0.34]",0.0454545454545455,0.00418836175229566,0.345032063503529,0.5,0.0588378004049793,"6","trafo","sics","equal"
"286","(0.34,0.547]",0.05,0.0111232518629557,0.365823064858967,0.5,0.167075817770858,"6","trafo","sics","equal"
"287","(0.547,0.735]",0.1,0.0222465037259115,0.423149021899173,1,0.28380873446497,"6","trafo","sics","equal"
"288","(0.735,1]",0.5,0.229955740472908,0.770534200507736,5,0.675570717099092,"6","trafo","sics","equal"
"289","[0,0.309]",0.454545454545455,0.281132748353833,0.653349344022129,5,0.0449757210674438,"1","linear","silscs","equal"
"290","(0.309,0.357]",0.45,0.274652073252314,0.656743012424315,4.5,0.0976029311783752,"1","linear","silscs","equal"
"291","(0.357,0.646]",0.5,0.282362108245694,0.717341519965435,5,0.168953835060737,"1","linear","silscs","equal"
"292","(0.646,1]",0.616666666666667,0.330930702462963,0.829298018722552,6.16666666666667,0.616326624949806,"1","linear","silscs","equal"
"293","[0,0.32]",0.0757575757575757,0.0138414887454777,0.377859170600869,0.833333333333333,0.0446415138169051,"2","linear","silscs","equal"
"294","(0.32,0.349]",0.0833333333333333,0.0206801394440482,0.402771078616049,0.833333333333333,0.094254754251142,"2","linear","silscs","equal"
"295","(0.349,0.581]",0.1,0.0244604974077768,0.42128430282929,1,0.148530945397928,"2","linear","silscs","equal"
"296","(0.581,1]",0.55,0.234788043461135,0.834853592064458,5.5,0.598917704963691,"2","linear","silscs","equal"
"297","[0,0.358]",0.136363636363636,0.0383341334084047,0.440578556275987,1.5,0.0513368463754541,"3","linear","silscs","equal"
"298","(0.358,0.501]",0.216666666666667,0.040628396506692,0.565382988687454,2.16666666666667,0.128609061269935,"3","linear","silscs","equal"
"299","(0.501,0.766]",0.233333333333333,0.0950856588168516,0.536572941126689,2.33333333333333,0.230995005957096,"3","linear","silscs","equal"
"300","(0.766,1]",0.45,0.168418958436457,0.761798739669289,4.5,0.653722791062615,"3","linear","silscs","equal"
"301","[0,0.308]",0.242424242424242,0.0608006498243242,0.568050323262936,2.66666666666667,0.0412015999524343,"4","linear","silscs","equal"
"302","(0.308,0.405]",0.05,0.0111232518629557,0.365823064858967,0.5,0.097631523620814,"4","linear","silscs","equal"
"303","(0.405,0.653]",0.35,0.118057800294733,0.674460128183627,3.5,0.162202346171714,"4","linear","silscs","equal"
"304","(0.653,1]",0.416666666666667,0.150575199240045,0.733190500350638,4.16666666666667,0.605772422503334,"4","linear","silscs","equal"
"305","[0,0.336]",0.0606060606060606,0.0104194510644535,0.360363181372237,0.666666666666667,0.0496295077105443,"5","linear","silscs","equal"
"306","(0.336,0.423]",0.15,0.051439714427871,0.46408738770345,1.5,0.115003877196579,"5","linear","silscs","equal"
"307","(0.423,0.6]",0.166666666666667,0.0413602788880963,0.497045049413337,1.66666666666667,0.170427656289024,"5","linear","silscs","equal"
"308","(0.6,1]",0.333333333333333,0.132924753526966,0.635434758613302,3.33333333333333,0.605053286802989,"5","linear","silscs","equal"
"309","[0,0.418]",0.0606060606060606,0.0104194510644535,0.360363181372237,0.666666666666667,0.06239079003392,"6","linear","silscs","equal"
"310","(0.418,0.568]",0.2,0.0314929386830099,0.551188143131945,2,0.155334324767756,"6","linear","silscs","equal"
"311","(0.568,0.838]",0.0333333333333333,0.00420178772113889,0.349763500233574,0.333333333333333,0.285102220533607,"6","linear","silscs","equal"
"312","(0.838,1]",0.4,0.182225230125638,0.679053318096302,4,0.692158685799771,"6","linear","silscs","equal"
"313","[0,0.315]",0.454545454545455,0.281132748353833,0.653349344022129,5,0.0455403387826222,"1","log-linear","silscs","equal"
"314","(0.315,0.36]",0.45,0.274652073252314,0.656743012424315,4.5,0.0984531651636486,"1","log-linear","silscs","equal"
"315","(0.36,0.653]",0.5,0.282362108245694,0.717341519965435,5,0.170137488590623,"1","log-linear","silscs","equal"
"316","(0.653,1]",0.616666666666667,0.330930702462963,0.829298018722552,6.16666666666667,0.617224662209597,"1","log-linear","silscs","equal"
"317","[0,0.322]",0.0909090909090909,0.0220157736865096,0.391584624836852,1,0.0448614711032423,"2","log-linear","silscs","equal"
"318","(0.322,0.354]",0.0666666666666667,0.011544681620366,0.388576233060539,0.666666666666667,0.095030112217136,"2","log-linear","silscs","equal"
"319","(0.354,0.608]",0.0833333333333333,0.0206801394440482,0.402771078616049,0.833333333333333,0.152471567190807,"2","log-linear","silscs","equal"
"320","(0.608,1]",0.566666666666667,0.250847608086528,0.841775056206274,5.66666666666667,0.602302926076913,"2","log-linear","silscs","equal"
"321","[0,0.374]",0.121212121212121,0.0286300250343032,0.428226703383932,1.33333333333333,0.0529518432547726,"3","log-linear","silscs","equal"
"322","(0.374,0.508]",0.216666666666667,0.0477703335975586,0.559418439167471,2.16666666666667,0.132220664749943,"3","log-linear","silscs","equal"
"323","(0.508,0.786]",0.25,0.0955070885742619,0.559326109328261,2.5,0.236879478878917,"3","log-linear","silscs","equal"
"324","(0.786,1]",0.45,0.168418958436457,0.761798739669289,4.5,0.657610657383747,"3","log-linear","silscs","equal"
"325","[0,0.309]",0.242424242424242,0.0608006498243242,0.568050323262936,2.66666666666667,0.0413132802428557,"4","log-linear","silscs","equal"
"326","(0.309,0.406]",0.05,0.0111232518629557,0.365823064858967,0.5,0.097852903205222,"4","log-linear","silscs","equal"
"327","(0.406,0.653]",0.35,0.118057800294733,0.674460128183627,3.5,0.16233988654322,"4","log-linear","silscs","equal"
"328","(0.653,1]",0.416666666666667,0.150575199240045,0.733190500350638,4.16666666666667,0.605800263580854,"4","log-linear","silscs","equal"
"329","[0,0.339]",0.0606060606060606,0.0104194510644535,0.360363181372237,0.666666666666667,0.0500135811302059,"5","log-linear","silscs","equal"
"330","(0.339,0.425]",0.15,0.051439714427871,0.46408738770345,1.5,0.115985388390375,"5","log-linear","silscs","equal"
"331","(0.425,0.605]",0.166666666666667,0.0413602788880963,0.497045049413337,1.66666666666667,0.17239263535938,"5","log-linear","silscs","equal"
"332","(0.605,1]",0.333333333333333,0.132924753526966,0.635434758613302,3.33333333333333,0.606420828099211,"5","log-linear","silscs","equal"
"333","[0,0.419]",0.0606060606060606,0.0104194510644535,0.360363181372237,0.666666666666667,0.0625012002412085,"6","log-linear","silscs","equal"
"334","(0.419,0.568]",0.2,0.0314929386830099,0.551188143131945,2,0.155532733782582,"6","log-linear","silscs","equal"
"335","(0.568,0.843]",0.0333333333333333,0.00420178772113889,0.349763500233574,0.333333333333333,0.287036504236693,"6","log-linear","silscs","equal"
"336","(0.843,1]",0.4,0.182225230125638,0.679053318096302,4,0.69400497069532,"6","log-linear","silscs","equal"
"337","[0,0.303]",0.439393939393939,0.270081831087893,0.642298426756189,4.83333333333333,0.0432451477847417,"1","trafo","silscs","equal"
"338","(0.303,0.355]",0.466666666666667,0.288846918807824,0.665878470247997,4.66666666666667,0.0951660065051522,"1","trafo","silscs","equal"
"339","(0.355,0.649]",0.5,0.282362108245694,0.717341519965435,5,0.167330924955925,"1","trafo","silscs","equal"
"340","(0.649,1]",0.616666666666667,0.330930702462963,0.829298018722552,6.16666666666667,0.615410066235514,"1","trafo","silscs","equal"
"341","[0,0.314]",0.0606060606060606,0.0104194510644535,0.360363181372237,0.666666666666667,0.0433699779865539,"2","trafo","silscs","equal"
"342","(0.314,0.346]",0.1,0.0244604974077768,0.42128430282929,1,0.0918710388586903,"2","trafo","silscs","equal"
"343","(0.346,0.591]",0.1,0.0244604974077768,0.42128430282929,1,0.144529910070347,"2","trafo","silscs","equal"
"344","(0.591,1]",0.55,0.234788043461135,0.834853592064458,5.5,0.596028849198211,"2","trafo","silscs","equal"
"345","[0,0.335]",0.181818181818182,0.0409926717276307,0.50207006820529,2,0.0460102312449529,"3","trafo","silscs","equal"
"346","(0.335,0.5]",0.183333333333333,0.0370685114920132,0.524845650328837,1.83333333333333,0.120645251420539,"3","trafo","silscs","equal"
"347","(0.5,0.78]",0.216666666666667,0.0946642290594413,0.513819772925117,2.16666666666667,0.225894717002755,"3","trafo","silscs","equal"
"348","(0.78,1]",0.45,0.168418958436457,0.761798739669289,4.5,0.651259696827169,"3","trafo","silscs","equal"
"349","[0,0.307]",0.242424242424242,0.0608006498243242,0.568050323262936,2.66666666666667,0.0409172148550793,"4","trafo","silscs","equal"
"350","(0.307,0.405]",0.05,0.0111232518629557,0.365823064858967,0.5,0.0971389283884908,"4","trafo","silscs","equal"
"351","(0.405,0.653]",0.35,0.118057800294733,0.674460128183627,3.5,0.161974073033948,"4","trafo","silscs","equal"
"352","(0.653,1]",0.416666666666667,0.150575199240045,0.733190500350638,4.16666666666667,0.605752359500536,"4","trafo","silscs","equal"
"353","[0,0.333]",0.0606060606060606,0.0104194510644535,0.360363181372237,0.666666666666667,0.0486986822211494,"5","trafo","silscs","equal"
"354","(0.333,0.422]",0.15,0.051439714427871,0.46408738770345,1.5,0.113245625988774,"5","trafo","silscs","equal"
"355","(0.422,0.601]",0.166666666666667,0.0413602788880963,0.497045049413337,1.66666666666667,0.168236498018428,"5","trafo","silscs","equal"
"356","(0.601,1]",0.333333333333333,0.132924753526966,0.635434758613302,3.33333333333333,0.603689554250803,"5","trafo","silscs","equal"
"357","[0,0.418]",0.0606060606060606,0.0104194510644535,0.360363181372237,0.666666666666667,0.0621870221005957,"6","trafo","silscs","equal"
"358","(0.418,0.568]",0.2,0.0314929386830099,0.551188143131945,2,0.155027884088628,"6","trafo","silscs","equal"
"359","(0.568,0.842]",0.0333333333333333,0.00420178772113889,0.349763500233574,0.333333333333333,0.284271039654911,"6","trafo","silscs","equal"
