"var","lor","mod","spl","w"
"age",-0.00181276409421116,"cils","1",0
"age",-0.0077075744047761,"cils","1",0.267621793384217
"age",-0.00947950035333633,"cils","1",0.392884049900959
"age",-0.00971490330994129,"cils","1",0.339494156714823
"age",0.00138707959558815,"cils","1",0
"age",-0.0769899040460587,"cils","2",0.316382291148896
"age",-0.0862684324383736,"cils","2",0
"age",-0.0789374262094498,"cils","2",0.307693918256822
"age",-0.0858157053589821,"cils","2",0.375923790594282
"age",-0.0756934434175491,"cils","2",0
"age",-0.0487696900963783,"cils","3",0
"age",-0.0608751475811005,"cils","3",0.620652018136316
"age",-0.05316411703825,"cils","3",0
"age",-0.0520314797759056,"cils","3",0
"age",-0.0601777210831642,"cils","3",0.379347981863684
"age",0.0326962135732174,"cils","4",0
"age",0.0307143721729517,"cils","4",0
"age",0.0298874005675316,"cils","4",0.143165761204164
"age",0.0379007197916508,"cils","4",0.338951289652579
"age",0.0244437176734209,"cils","4",0.517882949143256
"age",0.0419882573187351,"cils","5",0.12977623126405
"age",0.0237540900707245,"cils","5",0
"age",0.0218566600233316,"cils","5",0
"age",0.0347108244895935,"cils","5",0
"age",0.0202797017991543,"cils","5",0.87022376873595
"age",0.0759096145629883,"cils","6",0.0522754321033801
"age",0.0841840207576752,"cils","6",0.490161423077325
"age",0.0961702391505241,"cils","6",0.304928814243363
"age",0.0948862880468369,"cils","6",0.152634330575931
"age",0.0894553512334824,"cils","6",0
"sexm",-0.000390779052395374,"cils","1",0
"sexm",0.00203592400066555,"cils","1",0.267621793384217
"sexm",0.000649882364086807,"cils","1",0.392884049900959
"sexm",-0.0020722271874547,"cils","1",0.339494156714823
"sexm",-0.00495510781183839,"cils","1",0
"sexm",0.0400755852460861,"cils","2",0.316382291148896
"sexm",0.0415598079562187,"cils","2",0
"sexm",0.0429869703948498,"cils","2",0.307693918256822
"sexm",0.0389627404510975,"cils","2",0.375923790594282
"sexm",0.0426239408552647,"cils","2",0
"sexm",-0.0233571454882622,"cils","3",0
"sexm",-0.0248718298971653,"cils","3",0.620652018136316
"sexm",-0.0333321504294872,"cils","3",0
"sexm",-0.0287511385977268,"cils","3",0
"sexm",-0.032022088766098,"cils","3",0.379347981863684
"sexm",-0.0191223565489054,"cils","4",0
"sexm",-0.0167187247425318,"cils","4",0
"sexm",-0.01832065731287,"cils","4",0.143165761204164
"sexm",-0.0194086749106646,"cils","4",0.338951289652579
"sexm",-0.020818829536438,"cils","4",0.517882949143256
"sexm",0.0470210909843445,"cils","5",0.12977623126405
"sexm",0.0483441390097141,"cils","5",0
"sexm",0.0482629239559174,"cils","5",0
"sexm",0.048587579280138,"cils","5",0
"sexm",0.0444913469254971,"cils","5",0.87022376873595
"sexm",-0.00805084966123104,"cils","6",0.0522754321033801
"sexm",-0.0169544797390699,"cils","6",0.490161423077325
"sexm",-0.0168335270136595,"cils","6",0.304928814243363
"sexm",-0.0168551076203585,"cils","6",0.152634330575931
"sexm",-0.0134214237332344,"cils","6",0
"nihss_baseline",0.913652062416077,"cils","1",0
"nihss_baseline",0.916501522064209,"cils","1",0.267621793384217
"nihss_baseline",0.917835772037506,"cils","1",0.392884049900959
"nihss_baseline",0.920299410820007,"cils","1",0.339494156714823
"nihss_baseline",0.918226361274719,"cils","1",0
"nihss_baseline",0.936772048473358,"cils","2",0.316382291148896
"nihss_baseline",0.932892560958862,"cils","2",0
"nihss_baseline",0.929107010364532,"cils","2",0.307693918256822
"nihss_baseline",0.935301005840302,"cils","2",0.375923790594282
"nihss_baseline",0.933495998382568,"cils","2",0
"nihss_baseline",1.04893958568573,"cils","3",0
"nihss_baseline",1.0495525598526,"cils","3",0.620652018136316
"nihss_baseline",1.04272186756134,"cils","3",0
"nihss_baseline",1.04446697235107,"cils","3",0
"nihss_baseline",1.05933308601379,"cils","3",0.379347981863684
"nihss_baseline",1.24341142177582,"cils","4",0
"nihss_baseline",1.24468588829041,"cils","4",0
"nihss_baseline",1.24645936489105,"cils","4",0.143165761204164
"nihss_baseline",1.24946868419647,"cils","4",0.338951289652579
"nihss_baseline",1.2495254278183,"cils","4",0.517882949143256
"nihss_baseline",0.984728336334229,"cils","5",0.12977623126405
"nihss_baseline",0.990692973136902,"cils","5",0
"nihss_baseline",0.985763192176819,"cils","5",0
"nihss_baseline",0.987704515457153,"cils","5",0
"nihss_baseline",0.986361563205719,"cils","5",0.87022376873595
"nihss_baseline",0.979434847831726,"cils","6",0.0522754321033801
"nihss_baseline",0.985071778297424,"cils","6",0.490161423077325
"nihss_baseline",0.978730261325836,"cils","6",0.304928814243363
"nihss_baseline",0.983806073665619,"cils","6",0.152634330575931
"nihss_baseline",0.981946229934692,"cils","6",0
"mrs_before1",0.483546763658524,"cils","1",0
"mrs_before1",0.482072114944458,"cils","1",0.267621793384217
