"X1","X2","mem","spl","type","loss","mod"
0.961980022165192,1,1,1,"test","nll","cilsmrsbl"
0.899729655990403,1,1,1,"test","nll","cilsmrsbl"
0.959727791686554,1,1,1,"test","nll","cilsmrsbl"
0.936228175663149,1,1,1,"test","nll","cilsmrsbl"
0.937377515265901,1,1,1,"test","nll","cilsmrsbl"
0.776701472530021,1,1,1,"test","nll","cilsmrsbl"
0.954392081173562,1,1,1,"test","nll","cilsmrsbl"
0.897255310192962,1,1,1,"test","nll","cilsmrsbl"
0.964624889128396,1,1,1,"test","nll","cilsmrsbl"
0.957743679514743,1,1,1,"test","nll","cilsmrsbl"
0.802678147549163,1,1,1,"test","nll","cilsmrsbl"
0.939818445846828,1,1,1,"test","nll","cilsmrsbl"
0.945603990144506,1,1,1,"test","nll","cilsmrsbl"
0.932977145674185,1,1,1,"test","nll","cilsmrsbl"
0.919183522899082,1,1,1,"test","nll","cilsmrsbl"
0.68223339545325,1,1,1,"test","nll","cilsmrsbl"
0.851703787058325,1,1,1,"test","nll","cilsmrsbl"
0.948532066940019,1,1,1,"test","nll","cilsmrsbl"
0.940829287591245,1,1,1,"test","nll","cilsmrsbl"
0.732870508960136,1,1,1,"test","nll","cilsmrsbl"
0.962551799998404,1,1,1,"test","nll","cilsmrsbl"
0.949966499565155,1,1,1,"test","nll","cilsmrsbl"
0.985191604330448,1,1,1,"test","nll","cilsmrsbl"
0.942800215453785,1,1,1,"test","nll","cilsmrsbl"
0.968256102995054,1,1,1,"test","nll","cilsmrsbl"
0.86929423074215,1,1,1,"test","nll","cilsmrsbl"
0.637633979278274,1,1,1,"test","nll","cilsmrsbl"
0.938114796483983,1,1,1,"test","nll","cilsmrsbl"
0.938103168610521,1,1,1,"test","nll","cilsmrsbl"
0.909702771075746,1,1,1,"test","nll","cilsmrsbl"
0.976437606310208,1,1,1,"test","nll","cilsmrsbl"
0.907897784630717,1,1,1,"test","nll","cilsmrsbl"
0.894909657526941,1,1,1,"test","nll","cilsmrsbl"
0.921162221096918,1,1,1,"test","nll","cilsmrsbl"
0.903446509762427,1,1,1,"test","nll","cilsmrsbl"
0.578098196114016,1,1,1,"test","nll","cilsmrsbl"
0.973456898949106,1,1,1,"test","nll","cilsmrsbl"
0.886091573996705,1,1,1,"test","nll","cilsmrsbl"
0.973289750497142,1,1,1,"test","nll","cilsmrsbl"
0.867105091737704,1,1,1,"test","nll","cilsmrsbl"
0.896553677212038,1,1,1,"test","nll","cilsmrsbl"
0.986336476517087,1,2,1,"test","nll","cilsmrsbl"
0.865887065434516,1,2,1,"test","nll","cilsmrsbl"
0.973578344926378,1,2,1,"test","nll","cilsmrsbl"
0.931699416958088,1,2,1,"test","nll","cilsmrsbl"
0.958997860476022,1,2,1,"test","nll","cilsmrsbl"
0.736740369259678,1,2,1,"test","nll","cilsmrsbl"
0.933200947414662,1,2,1,"test","nll","cilsmrsbl"
0.930788606844226,1,2,1,"test","nll","cilsmrsbl"
0.972231102514682,1,2,1,"test","nll","cilsmrsbl"
0.981282642573838,1,2,1,"test","nll","cilsmrsbl"
0.733915018842483,1,2,1,"test","nll","cilsmrsbl"
0.98411388302257,1,2,1,"test","nll","cilsmrsbl"
0.969079057593558,1,2,1,"test","nll","cilsmrsbl"
0.918384294779082,1,2,1,"test","nll","cilsmrsbl"
0.958760848586829,1,2,1,"test","nll","cilsmrsbl"
0.67887611785431,1,2,1,"test","nll","cilsmrsbl"
0.688634641681875,1,2,1,"test","nll","cilsmrsbl"
0.975662326752296,1,2,1,"test","nll","cilsmrsbl"
0.971774017007795,1,2,1,"test","nll","cilsmrsbl"
0.444029466591149,1,2,1,"test","nll","cilsmrsbl"
0.911586232243612,1,2,1,"test","nll","cilsmrsbl"
0.942830834150974,1,2,1,"test","nll","cilsmrsbl"
0.995674835526866,1,2,1,"test","nll","cilsmrsbl"
0.941046729762802,1,2,1,"test","nll","cilsmrsbl"
0.956404998161909,1,2,1,"test","nll","cilsmrsbl"
0.924059249064689,1,2,1,"test","nll","cilsmrsbl"
0.842167100509968,1,2,1,"test","nll","cilsmrsbl"
0.883259933129288,1,2,1,"test","nll","cilsmrsbl"
0.908664882319131,1,2,1,"test","nll","cilsmrsbl"
0.749145822785234,1,2,1,"test","nll","cilsmrsbl"
0.994766952697604,1,2,1,"test","nll","cilsmrsbl"
0.926879500713342,1,2,1,"test","nll","cilsmrsbl"
0.80121085678355,1,2,1,"test","nll","cilsmrsbl"
0.937201783442368,1,2,1,"test","nll","cilsmrsbl"
0.904323330533255,1,2,1,"test","nll","cilsmrsbl"
0.608046851395496,1,2,1,"test","nll","cilsmrsbl"
0.996367028173093,1,2,1,"test","nll","cilsmrsbl"
0.925160604633374,1,2,1,"test","nll","cilsmrsbl"
0.983481439396919,1,2,1,"test","nll","cilsmrsbl"
0.684524205891981,1,2,1,"test","nll","cilsmrsbl"
0.891100915501073,1,2,1,"test","nll","cilsmrsbl"
0.982648238754821,1,3,1,"test","nll","cilsmrsbl"
0.921574460537048,1,3,1,"test","nll","cilsmrsbl"
0.979133191212088,1,3,1,"test","nll","cilsmrsbl"
0.937335263891614,1,3,1,"test","nll","cilsmrsbl"
0.977528758717045,1,3,1,"test","nll","cilsmrsbl"
0.974440772305653,1,3,1,"test","nll","cilsmrsbl"
0.848402415517552,1,3,1,"test","nll","cilsmrsbl"
0.957494286180521,1,3,1,"test","nll","cilsmrsbl"
0.967123927961158,1,3,1,"test","nll","cilsmrsbl"
0.969632997089113,1,3,1,"test","nll","cilsmrsbl"
0.97193773861632,1,3,1,"test","nll","cilsmrsbl"
0.985707019155045,1,3,1,"test","nll","cilsmrsbl"
0.981028323109743,1,3,1,"test","nll","cilsmrsbl"
0.787894999924982,1,3,1,"test","nll","cilsmrsbl"
0.962510526973699,1,3,1,"test","nll","cilsmrsbl"
0.840806559633047,1,3,1,"test","nll","cilsmrsbl"
0.881106156653977,1,3,1,"test","nll","cilsmrsbl"
0.953836450916459,1,3,1,"test","nll","cilsmrsbl"
0.932094945316605,1,3,1,"test","nll","cilsmrsbl"
0.474277990892143,1,3,1,"test","nll","cilsmrsbl"
0.954719921076022,1,3,1,"test","nll","cilsmrsbl"
