"V2","V3","V4","V5","V6","V7","V8","mem","spl","type","loss","mod"
0.175315052183371,0.360356508476467,0.606303582396095,0.748843289294713,0.841090806070997,0.879285401130253,1,1,1,"val","nll","cilsmrsbl"
0.608888592689953,0.811247865883262,0.926084653546861,0.960088740125544,0.977604029578028,0.98422907840278,1,1,1,"val","nll","cilsmrsbl"
0.597289883388967,0.816812737905731,0.931778662737434,0.965807827418639,0.980319547749212,0.985372155814663,1,1,1,"val","nll","cilsmrsbl"
0.639648519928214,0.875563703819093,0.965124634649254,0.982391569233202,0.990862584054014,0.993135757402768,1,1,1,"val","nll","cilsmrsbl"
0.346831679958878,0.590241604803834,0.797461814321133,0.888823286801131,0.931324551569773,0.946022978795502,1,1,1,"val","nll","cilsmrsbl"
0.618729112645163,0.832959281117609,0.940409758806944,0.969826924401457,0.983048978847015,0.987616227026578,1,1,1,"val","nll","cilsmrsbl"
0.335489305774886,0.509237177098335,0.682991314845687,0.812315019126808,0.885786563814458,0.911123638168612,1,1,1,"val","nll","cilsmrsbl"
0.524943198332797,0.76085660049903,0.894061265423816,0.947707949089126,0.969781905732526,0.977150731301223,1,1,1,"val","nll","cilsmrsbl"
0.625915207366314,0.847611702642236,0.949639844077158,0.974916223555342,0.98654324425769,0.990444053782454,1,1,1,"val","nll","cilsmrsbl"
0.430503094903906,0.686647937910399,0.864659108778272,0.92861241257532,0.956740410856876,0.967770525772496,1,1,1,"val","nll","cilsmrsbl"
0.623874477931423,0.865338545361484,0.959235339496852,0.981026641266758,0.98967539513675,0.992077488134163,1,1,1,"val","nll","cilsmrsbl"
0.17753252829447,0.254870075803302,0.396979297735215,0.535045685983604,0.673313562550546,0.697379109715005,1,1,1,"val","nll","cilsmrsbl"
0.195015415646639,0.426819666964967,0.698027379937234,0.828754021467502,0.896222959715885,0.920204148575766,1,1,1,"val","nll","cilsmrsbl"
0.471468447604732,0.73227997626734,0.891179085286896,0.941904384475165,0.968253831209654,0.974116041902379,1,1,1,"val","nll","cilsmrsbl"
0.619426107293977,0.83086474010571,0.938451517869509,0.967982111889198,0.981303606642506,0.986279835732093,1,1,1,"val","nll","cilsmrsbl"
0.521831479207369,0.710609279597413,0.85915970928293,0.916059687885157,0.957933605924288,0.971021866005814,1,1,1,"val","nll","cilsmrsbl"
0.618450041197447,0.825497130882568,0.935225006055605,0.967068514379171,0.981221290167283,0.986219866172416,1,1,1,"val","nll","cilsmrsbl"
0.612465909877193,0.857007053429358,0.95769975488295,0.980619594131786,0.989675312306886,0.992142981078049,1,1,1,"val","nll","cilsmrsbl"
0.637249416591445,0.893376715981078,0.972587543777709,0.987533879470465,0.9934271130797,0.994858323366748,1,1,1,"val","nll","cilsmrsbl"
0.577650977039465,0.799328418770062,0.917357911564383,0.958364035278366,0.975773690734751,0.982177924008828,1,1,1,"val","nll","cilsmrsbl"
0.489746339412989,0.781044848131519,0.941171874065469,0.966815455260287,0.983634229545842,0.987160999009834,1,1,1,"val","nll","cilsmrsbl"
