"metric","lwr","med","upr","mod","method"
"brier",0.0940009212616337,0.11941546514775,0.151619278129952,"ci","trafo"
"eacc",0.126016260162602,0.170731707317073,0.223577235772358,"ci","trafo"
"eauc",0.13934010201915,0.203682016020378,0.269292550490467,"ci","trafo"
"nll",0.310970593643227,0.376983150037398,0.460711672127389,"ci","trafo"
"dbrier",-0.0124927570519521,0.012921786834164,0.0451255998163662,"ci","trafo"
"deacc",-0.0243902439024389,0.0203252032520326,0.0731707317073172,"ci","trafo"
"deauc",-0.00865179367011334,0.0556901203311143,0.121300654801203,"ci","trafo"
"dnll",-0.0372078373071863,0.0288047190869841,0.112533241176975,"ci","trafo"
