"metric","lwr","med","upr","mod","method"
"brier",0.1082248232409,0.133623822602608,0.160565035844897,"si",NA
"eacc",0.113821138211382,0.154471544715447,0.199186991869919,"si",NA
"eauc",0.5,0.5,0.5,"si",NA
"nll",0.380732028790481,0.440311176858532,0.502664087921991,"si",NA
"dbrier",0.0017311449273146,0.0271301442890227,0.0540713575313115,"si",NA
"deacc",-0.0365853658536584,0.00406504065040665,0.0487804878048782,"si",NA
"deauc",0.352008104310736,0.352008104310736,0.352008104310736,"si",NA
"dnll",0.0325535978400672,0.0921327459081184,0.154485656971578,"si",NA
