"metric","lwr","med","upr","mod","method"
"eacc",0.487804878048781,0.544715447154472,0.609756097560976,"sils",NA
"eqwk",0.490686650265914,0.612420655367264,0.741317389150043,"sils",NA
"nll",1.28441946987602,1.39555321967907,1.51680769337912,"sils",NA
"rps",0.103394937753705,0.119075536913313,0.137363510170422,"sils",NA
